lemma_id,lemma,full_eng,urn,line_number,normalized,eng_lemma,form,norm_form,postag,form_eng,norm_form_eng
202694721,ὦ,w)=,urn:cts:greekLit:tlg0011.tlg002:1,1,ω,w,ὦ,ω,i--------,w)=,w
231442017,κοινός,koino/s,urn:cts:greekLit:tlg0011.tlg002:1,1,κοινος,koinos,κοινὸν,κοινον,a-s---nv-,koino\n,koinon
243269469,αὐτάδελφος,au)ta/delfos,urn:cts:greekLit:tlg0011.tlg002:1,1,αυταδελφος,autadelfos,αὐτάδελφον,αυταδελφον,a-s---nv-,au)ta/delfon,autadelfon
68312331,Ἰσμήνη,I)smh/nh,urn:cts:greekLit:tlg0011.tlg002:1,1,Ισμηνη,Ismhnh,Ἰσμήνης,Ισμηνης,n-s---fg-,I)smh/nhs,Ismhnhs
185122162,κάρα,ka/ra,urn:cts:greekLit:tlg0011.tlg002:1,1,καρα,kara,κάρα,καρα,n-s---nv-,ka/ra,kara
189408226,ἆρα,a)=ra,urn:cts:greekLit:tlg0011.tlg002:2,2,αρα,ara,ἆῤ,αρ,d--------,a)=r),ar
189148659,οἶδα,oi)=da,urn:cts:greekLit:tlg0011.tlg002:2,2,οιδα,oida,οἶσθ̓,οισθ,v2sria---,oi)=sq,oisq
163312466,ὅς,o(/s,urn:cts:greekLit:tlg0011.tlg002:2,2,ος,os,ὅ,ο,p-s---nn-,o(/,o
229972436,τις,tis,urn:cts:greekLit:tlg0011.tlg002:2,2,τις,tis,τι,τι,p-s---nn-,ti,ti
119196783,Ζεύς,Zeu/s,urn:cts:greekLit:tlg0011.tlg002:2,2,Ζευς,Zeus,Ζεὺς,Ζευς,n-s---mn-,Zeu\s,Zeus
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:2,2,ο,o,τῶν,των,l-p---ng-,tw=n,twn
115535355,ἀπό,a)po/,urn:cts:greekLit:tlg0011.tlg002:2,2,απο,apo,ἀπ̓,απ,r--------,a)p,ap
114422790,Οἰδίπους,Oi)di/pous,urn:cts:greekLit:tlg0011.tlg002:2,2,Οιδιπους,Oidipous,Οἰδίπου,Οιδιπου,n-s---mg-,Oi)di/pou,Oidipou
297772701,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:2,2,κακος,kakos,κακῶν,κακων,a-p---ng-,kakw=n,kakwn
481060084,ὁποῖος,o(poi=os,urn:cts:greekLit:tlg0011.tlg002:3,3,οποιος,opoios,ὁποῖον,οποιον,a-s---na-,o(poi=on,opoion
198140926,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:3,3,ου,ou,οὐχὶ,ουχι,d--------,ou)xi\,ouxi
129085135,ἐγώ,e)gw/,urn:cts:greekLit:tlg0011.tlg002:3,3,εγω,egw,νῷν,νων,p-d---fd-,nw|=n,nwn
121408347,ἔτι,e)/ti,urn:cts:greekLit:tlg0011.tlg002:3,3,ετι,eti,ἔτι,ετι,d--------,e)/ti,eti
255618218,ζάω,za/w,urn:cts:greekLit:tlg0011.tlg002:3,3,ζαω,zaw,ζώσαιν,ζωσαιν,v-dppafd-,zw/sain,zwsain
252476530,τελέω,tele/w,urn:cts:greekLit:tlg0011.tlg002:3,3,τελεω,telew,τελεῖ,τελει,v3spia---,telei=,telei
214329175,οὐδείς,ou)dei/s,urn:cts:greekLit:tlg0011.tlg002:4,4,ουδεις,oudeis,οὐδὲν,ουδεν,a-s---nn-,ou)de\n,ouden
144915106,γάρ,ga/r,urn:cts:greekLit:tlg0011.tlg002:4,4,γαρ,gar,γὰρ,γαρ,g--------,ga\r,gar
208137895,οὔτε,ou)/te,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,ουτε,oute,οὔ,ου,d--------,ou)/,ou
206566436,τε,te,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,τε,te,τ̓,τ,g--------,t,t
124675674,ἀλγεινός,a)lgeino/s,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,αλγεινος,algeinos,ἀλγεινὸν,αλγεινον,a-s---nn-,a)lgeino\n,algeinon
105341602,ἄτη,a)/th,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,ατη,ath,ἄτης,ατης,n-s---fg-,a)/ths,aths
109787158,ἄτερ,a)/ter,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,ατερ,ater,ἄτερ,ατερ,r--------,a)/ter,ater
155175176,αἰσχρός,ai)sxro/s,urn:cts:greekLit:tlg0011.tlg002:4 urn:cts:greekLit:tlg0011.tlg002:5,5,αισχρος,aisxros,αἰσχρὸν,αισχρον,a-s---nn-,ai)sxro\n,aisxron
115090996,ἄτιμος,a)/timos,urn:cts:greekLit:tlg0011.tlg002:5,5,ατιμος,atimos,ἄτιμόν,ατιμον,a-s---nn-,a)/timo/n,atimon
172737180,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:5,5,ειμι,eimi,ἐσθ̓,εσθ,v3spia---,e)sq,esq
481060084,ὁποῖος,o(poi=os,urn:cts:greekLit:tlg0011.tlg002:5,5,οποιος,opoios,ὁποῖον,οποιον,a-s---na-,o(poi=on,opoion
198140926,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:5,5,ου,ou,οὐ,ου,d--------,ou),ou
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:6,6,ο,o,τῶν,των,l-p---ng-,tw=n,twn
387569300,σός,so/s,urn:cts:greekLit:tlg0011.tlg002:6,6,σος,sos,σῶν,σων,a-p---ng-,sw=n,swn
206566436,τε,te,urn:cts:greekLit:tlg0011.tlg002:6,6,τε,te,τε,τε,g--------,te,te
134065740,ἐμός,e)mo/s,urn:cts:greekLit:tlg0011.tlg002:6,6,εμος,emos,κἀμῶν,καμων,a-p---ng-,ka)mw=n,kamwn
198140926,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:6,6,ου,ou,οὐκ,ουκ,d--------,ou)k,ouk
181923899,ὁράω,o(ra/w,urn:cts:greekLit:tlg0011.tlg002:6,6,οραω,oraw,ὄπωπ̓,οπωπ,v1sria---,o)/pwp,opwp
129085135,ἐγώ,e)gw/,urn:cts:greekLit:tlg0011.tlg002:6,6,εγω,egw,ἐγὼ,εγω,p-s---fn-,e)gw\,egw
297772701,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:6,6,κακος,kakos,κακῶν,κακων,a-p---ng-,kakw=n,kakwn
166530851,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:7,7,και,kai,καὶ,και,c--------,kai\,kai
340358196,νῦν,nu=n,urn:cts:greekLit:tlg0011.tlg002:7,7,νυν,nun,νῦν,νυν,d--------,nu=n,nun
221740961,τίς,ti/s,urn:cts:greekLit:tlg0011.tlg002:7,7,τις,tis,τί,τι,p-s---na-,ti/,ti
361275327,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:7,7,ουτος,outos,τοῦτ̓,τουτ,a-s---na-,tou=t,tout
135700391,αὖ,au)=,urn:cts:greekLit:tlg0011.tlg002:7,7,αυ,au,αὖ,αυ,d--------,au)=,au
160519285,φημί,fhmi/,urn:cts:greekLit:tlg0011.tlg002:7,7,φημι,fhmi,φασι,φασι,v3ppia---,fasi,fasi
202133895,πάνδημος,pa/ndhmos,urn:cts:greekLit:tlg0011.tlg002:7,7,πανδημος,pandhmos,πανδήμῳ,πανδημω,a-s---fd-,pandh/mw|,pandhmw
213259292,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:7,7,πολις,polis,πόλει,πολει,n-s---fd-,po/lei,polei
185347557,κήρυγμα,kh/rugma,urn:cts:greekLit:tlg0011.tlg002:8,8,κηρυγμα,khrugma,κήρυγμα,κηρυγμα,n-s---na-,kh/rugma,khrugma
259370901,τίθημι,ti/qhmi,urn:cts:greekLit:tlg0011.tlg002:8,8,τιθημι,tiqhmi,θεῖναι,θειναι,v--ana---,qei=nai,qeinai
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:8,8,ο,o,τὸν,τον,l-s---ma-,to\n,ton
471861688,στρατηγός,strathgo/s,urn:cts:greekLit:tlg0011.tlg002:8,8,στρατηγος,strathgos,στρατηγὸν,στρατηγον,n-s---ma-,strathgo\n,strathgon
115556344,ἄρτιος,a)/rtios,urn:cts:greekLit:tlg0011.tlg002:8,8,αρτιος,artios,ἀρτίως,αρτιως,d--------,a)rti/ws,artiws
125680995,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:9,9,εχω,exw,ἔχεις,εχεις,v2spia---,e)/xeis,exeis
229972436,τις,tis,urn:cts:greekLit:tlg0011.tlg002:9,9,τις,tis,τι,τι,p-s---na-,ti,ti
158453875,εἰσακούω,ei)sakou/w,urn:cts:greekLit:tlg0011.tlg002:9,9,εισακουω,eisakouw,κεἰσήκουσας,κεισηκουσας,v2saia---,kei)sh/kousas,keishkousas
118155281,ἤ,h)/,urn:cts:greekLit:tlg0011.tlg002:9,9,η,h,ἤ,η,c--------,h)/,h
221447446,σύ,su/,urn:cts:greekLit:tlg0011.tlg002:9,9,συ,su,σε,σε,p-s---fa-,se,se
223663461,λανθάνω,lanqa/nw,urn:cts:greekLit:tlg0011.tlg002:9,9,λανθανω,lanqanw,λανθάνει,λανθανει,v3spia---,lanqa/nei,lanqanei
223706703,πρός,pro/s,urn:cts:greekLit:tlg0011.tlg002:10,10,προς,pros,πρὸς,προς,r--------,pro\s,pros
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:10,10,ο,o,τοὺς,τους,l-p---ma-,tou\s,tous
157792486,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:10,10,φιλος,filos,φίλους,φιλους,a-p---ma-,fi/lous,filous
248759856,στείχω,stei/xw,urn:cts:greekLit:tlg0011.tlg002:10,10,στειχω,steixw,στείχοντα,στειχοντα,v-pppann-,stei/xonta,steixonta
150737389,ἐχθρός,e)xqro/s,urn:cts:greekLit:tlg0011.tlg002:10,10,εχθρος,exqros,ἐχθρῶν,εχθρων,a-p---mg-,e)xqrw=n,exqrwn
297772701,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:10,10,κακος,kakos,κακά,κακα,a-p---nn-,kaka/,kaka
129085135,ἐγώ,e)gw/,urn:cts:greekLit:tlg0011.tlg002:11,11,εγω,egw,ἐμοὶ,εμοι,p-s---fd-,e)moi\,emoi
175978586,μέν,me/n,urn:cts:greekLit:tlg0011.tlg002:11,11,μεν,men,μὲν,μεν,g--------,me\n,men
214329175,οὐδείς,ou)dei/s,urn:cts:greekLit:tlg0011.tlg002:11,11,ουδεις,oudeis,οὐδεὶς,ουδεις,a-s---mn-,ou)dei\s,oudeis
209444842,μῦθος,mu=qos,urn:cts:greekLit:tlg0011.tlg002:11,11,μυθος,muqos,μῦθος,μυθος,n-s---mn-,mu=qos,muqos
73039797,Ἀντιγόνη,A)ntigo/nh,urn:cts:greekLit:tlg0011.tlg002:11,11,Αντιγονη,Antigonh,Ἀντιγόνη,Αντιγονη,n-s---fv-,A)ntigo/nh,Antigonh
157792486,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:11,11,φιλος,filos,φίλων,φιλων,a-p---mg-,fi/lwn,filwn
208137895,οὔτε,ou)/te,urn:cts:greekLit:tlg0011.tlg002:12,12,ουτε,oute,οὔθ̓,ουθ,d--------,ou)/q,ouq
144981459,ἡδύς,h(du/s,urn:cts:greekLit:tlg0011.tlg002:12,12,ηδυς,hdus,ἡδὺς,ηδυς,a-s---mn-,h(du\s,hdus
206566436,τε,te,urn:cts:greekLit:tlg0011.tlg002:12,12,τε,te,τ̓,τ,g--------,t,t
124675674,ἀλγεινός,a)lgeino/s,urn:cts:greekLit:tlg0011.tlg002:12,12,αλγεινος,algeinos,ἀλγεινὸς,αλγεινος,a-s---mn-,a)lgeino\s,algeinos
276496830,ἱκνέομαι,i(kne/omai,urn:cts:greekLit:tlg0011.tlg002:12,12,ικνεομαι,ikneomai,ἵκετ̓,ικετ,v3saim---,i(/ket,iket
118757826,ἐκ,e)k,urn:cts:greekLit:tlg0011.tlg002:12,12,εκ,ek,ἐξ,εξ,r--------,e)c,ec
183985315,ὅστις,o(/stis,urn:cts:greekLit:tlg0011.tlg002:12,12,οστις,ostis,ὅτου,οτου,p-s---mg-,o(/tou,otou
155528830,δύο,du/o,urn:cts:greekLit:tlg0011.tlg002:13,13,δυο,duo,δυοῖν,δυοιν,m--------,duoi=n,duoin
119349736,ἀδελφός,a)delfo/s,urn:cts:greekLit:tlg0011.tlg002:13,13,αδελφος,adelfos,ἀδελφοῖν,αδελφοιν,n-d---mg-,a)delfoi=n,adelfoin
256774021,στερέω,stere/w,urn:cts:greekLit:tlg0011.tlg002:13,13,στερεω,sterew,ἐστερήθημεν,εστερηθημεν,v1paip---,e)sterh/qhmen,esterhqhmen
141975651,εἷς,ei(=s,urn:cts:greekLit:tlg0011.tlg002:14,14,εις,eis,μιᾷ,μια,a-s---fd-,mia|=,mia
226817761,θνήσκω,qnh/skw,urn:cts:greekLit:tlg0011.tlg002:14,14,θνησκω,qnhskw,θανόντοιν,θανοντοιν,v-dapamg-,qano/ntoin,qanontoin
145859863,ἡμέρα,h(me/ra,urn:cts:greekLit:tlg0011.tlg002:14,14,ημερα,hmera,ἡμέρᾳ,ημερα,n-s---fd-,h(me/ra|,hmera
164944597,διπλός,diplo/s,urn:cts:greekLit:tlg0011.tlg002:14,14,διπλος,diplos,διπλῇ,διπλη,a-s---fd-,diplh|=,diplh
252925478,χείρ,xei/r,urn:cts:greekLit:tlg0011.tlg002:14,14,χειρ,xeir,χερί,χερι,n-s---fd-,xeri/,xeri
230936204,ἐπεί,e)pei/,urn:cts:greekLit:tlg0011.tlg002:15,15,επει,epei,ἐπεὶ,επει,c--------,e)pei\,epei
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:15,15,δε,de,δὲ,δε,g--------,de\,de
201402491,φροῦδος,frou=dos,urn:cts:greekLit:tlg0011.tlg002:15,15,φρουδος,froudos,φροῦδός,φρουδος,a-s---mn-,frou=do/s,froudos
172737180,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:15,15,ειμι,eimi,ἐστιν,εστιν,v3spia---,e)stin,estin
55411292,Ἀργεῖος,A)rgei=os,urn:cts:greekLit:tlg0011.tlg002:15,15,Αργειος,Argeios,Ἀργείων,Αργειων,a-p---mg-,A)rgei/wn,Argeiwn
468590554,στρατός,strato/s,urn:cts:greekLit:tlg0011.tlg002:15,15,στρατος,stratos,στρατὸς,στρατος,n-s---mn-,strato\s,stratos
120414401,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:16,16,εν,en,ἐν,εν,r--------,e)n,en
198602197,νύξ,nu/c,urn:cts:greekLit:tlg0011.tlg002:16,16,νυξ,nuc,νυκτὶ,νυκτι,n-s---fd-,nukti\,nukti
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:16,16,ο,o,τῇ,τη,l-s---fd-,th|=,th
340358196,νῦν,nu=n,urn:cts:greekLit:tlg0011.tlg002:16,16,νυν,nun,νῦν,νυν,d--------,nu=n,nun
214329175,οὐδείς,ou)dei/s,urn:cts:greekLit:tlg0011.tlg002:16,16,ουδεις,oudeis,οὐδὲν,ουδεν,a-s---na-,ou)de\n,ouden
189148659,οἶδα,oi)=da,urn:cts:greekLit:tlg0011.tlg002:16,16,οιδα,oida,οἶδ̓,οιδ,v1sria---,oi)=d,oid
233772825,ὑπέρτερος,u(pe/rteros,urn:cts:greekLit:tlg0011.tlg002:16,16,υπερτερος,uperteros,ὑπέρτερον,υπερτερον,a-s---na-,u(pe/rteron,uperteron
208137895,οὔτε,ou)/te,urn:cts:greekLit:tlg0011.tlg002:17,17,ουτε,oute,οὔ,ου,d--------,ou)/,ou
206566436,τε,te,urn:cts:greekLit:tlg0011.tlg002:17,17,τε,te,τ̓,τ,g--------,t,t
320029413,εὐτυχέω,eu)tuxe/w,urn:cts:greekLit:tlg0011.tlg002:17,17,ευτυχεω,eutuxew,εὐτυχοῦσα,ευτυχουσα,v-sppafn-,eu)tuxou=sa,eutuxousa
193514914,μάλα,ma/la,urn:cts:greekLit:tlg0011.tlg002:17,17,μαλα,mala,μᾶλλον,μαλλον,d-------c,ma=llon,mallon
293868890,ἀτάομαι,a)ta/omai,urn:cts:greekLit:tlg0011.tlg002:17,17,αταομαι,ataomai,ἀτωμένη,ατωμενη,v-spppfn-,a)twme/nh,atwmenh
189148659,οἶδα,oi)=da,urn:cts:greekLit:tlg0011.tlg002:18,18,οιδα,oida,ᾔδη,ηδη,v1slia---,dh,hdh
181809644,καλός,kalo/s,urn:cts:greekLit:tlg0011.tlg002:18,18,καλος,kalos,καλῶς,καλως,d--------,kalw=s,kalws
166530851,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:18,18,και,kai,καί,και,c--------,kai/,kai
221447446,σύ,su/,urn:cts:greekLit:tlg0011.tlg002:18,18,συ,su,σ̓,σ,p-s---fa-,s,s
139531527,ἐκτός,e)kto/s,urn:cts:greekLit:tlg0011.tlg002:18,18,εκτος,ektos,ἐκτὸς,εκτος,r--------,e)kto\s,ektos
149353009,αὔλειος,au)/leios,urn:cts:greekLit:tlg0011.tlg002:18,18,αυλειος,auleios,αὐλείων,αυλειων,a-p---fg-,au)lei/wn,auleiwn
216728213,πύλη,pu/lh,urn:cts:greekLit:tlg0011.tlg002:18,18,πυλη,pulh,πυλῶν,πυλων,n-p---fg-,pulw=n,pulwn
163274466,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:19,19,οδε,ode,τοῦδ̓,τουδ,p-s---ng-,tou=d,toud
210793303,οὕνεκα,ou(/neka,urn:cts:greekLit:tlg0011.tlg002:19,19,ουνεκα,ouneka,οὕνεκ̓,ουνεκ,c--------,ou(/nek,ounek
247661894,ἐκπέμπω,e)kpe/mpw,urn:cts:greekLit:tlg0011.tlg002:19,19,εκπεμπω,ekpempw,ἐξέπεμπον,εξεπεμπον,v1siia---,e)ce/pempon,ecepempon
220270821,ὡς,w(s,urn:cts:greekLit:tlg0011.tlg002:19,19,ως,ws,ὡς,ως,c--------,w(s,ws
229792361,μόνος,mo/nos,urn:cts:greekLit:tlg0011.tlg002:19,19,μονος,monos,μόνη,μονη,a-s---fn-,mo/nh,monh
193671252,κλύω,klu/w,urn:cts:greekLit:tlg0011.tlg002:19,19,κλυω,kluw,κλύοις,κλυοις,v2spoa---,klu/ois,kluois
221740961,τίς,ti/s,urn:cts:greekLit:tlg0011.tlg002:20,20,τις,tis,τί,τι,p-s---nn-,ti/,ti
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:20,20,δε,de,δ̓,δ,g--------,d,d
172737180,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:20,20,ειμι,eimi,ἔστι,εστι,v3spia---,e)/sti,esti
158636067,δηλόω,dhlo/w,urn:cts:greekLit:tlg0011.tlg002:20,20,δηλοω,dhlow,δηλοῖς,δηλοις,v2spia---,dhloi=s,dhlois
144915106,γάρ,ga/r,urn:cts:greekLit:tlg0011.tlg002:20,20,γαρ,gar,γάρ,γαρ,g--------,ga/r,gar
229972436,τις,tis,urn:cts:greekLit:tlg0011.tlg002:20,20,τις,tis,τι,τι,p-s---na-,ti,ti
210216675,καλχαίνω,kalxai/nw,urn:cts:greekLit:tlg0011.tlg002:20,20,καλχαινω,kalxainw,καλχαίνουσ̓,καλχαινουσ,v-sppafn-,kalxai/nous,kalxainous
125801911,ἔπος,e)/pos,urn:cts:greekLit:tlg0011.tlg002:20,20,επος,epos,ἔπος,επος,n-s---na-,e)/pos,epos
198140926,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:21,21,ου,ou,οὐ,ου,d--------,ou),ou
144915106,γάρ,ga/r,urn:cts:greekLit:tlg0011.tlg002:21,21,γαρ,gar,γὰρ,γαρ,g--------,ga\r,gar
220479386,τάφος,ta/fos,urn:cts:greekLit:tlg0011.tlg002:21,21,ταφος,tafos,τάφου,ταφου,n-s---mg-,ta/fou,tafou
129085135,ἐγώ,e)gw/,urn:cts:greekLit:tlg0011.tlg002:21,21,εγω,egw,νῷν,νων,p-d---fg-,nw|=n,nwn
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:21,21,ο,o,τὼ,τω,l-d---ma-,tw\,tw
209628476,κασίγνητος,kasi/gnhtos,urn:cts:greekLit:tlg0011.tlg002:21,21,κασιγνητος,kasignhtos,κασιγνήτω,κασιγνητω,n-d---ma-,kasignh/tw,kasignhtw
96652376,Κρέων,Kre/wn,urn:cts:greekLit:tlg0011.tlg002:21,21,Κρεων,Krewn,Κρέων,Κρεων,n-s---mn-,Kre/wn,Krewn
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:22,22,ο,o,τὸν,τον,p-s---ma-,to\n,ton
175978586,μέν,me/n,urn:cts:greekLit:tlg0011.tlg002:22,22,μεν,men,μὲν,μεν,g--------,me\n,men
236822680,προτίω,proti/w,urn:cts:greekLit:tlg0011.tlg002:22,22,προτιω,protiw,προτίσας,προτισας,v-sapamn-,proti/sas,protisas
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:22,22,δε,de,δ̓,δ,g--------,d,d
215675480,ἀτιμάζω,a)tima/zw,urn:cts:greekLit:tlg0011.tlg002:22,22,ατιμαζω,atimazw,ἀτιμάσας,ατιμασας,v-sapamn-,a)tima/sas,atimasas
125680995,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:22,22,εχω,exw,ἔχει,εχει,v3spia---,e)/xei,exei
64604220,Ἐτεοκλῆς,E)teoklh=s,urn:cts:greekLit:tlg0011.tlg002:23,23,Ετεοκλης,Eteoklhs,Ἐτεοκλέα,Ετεοκλεα,n-s---ma-,E)teokle/a,Eteoklea
175978586,μέν,me/n,urn:cts:greekLit:tlg0011.tlg002:23,23,μεν,men,μέν,μεν,g--------,me/n,men
220270821,ὡς,w(s,urn:cts:greekLit:tlg0011.tlg002:23,23,ως,ws,ὡς,ως,c--------,w(s,ws
176170215,λέγω,le/gw,urn:cts:greekLit:tlg0011.tlg002:23,23,λεγω,legw,λέγουσι,λεγουσι,v3ppia---,le/gousi,legousi
230268346,σύν,su/n,urn:cts:greekLit:tlg0011.tlg002:23,23,συν,sun,σὺν,συν,r--------,su\n,sun
142374549,δίκη,di/kh,urn:cts:greekLit:tlg0011.tlg002:23,23,δικη,dikh,δίκης,δικης,n-s---fg-,di/khs,dikhs
280102800,χρῆσις,xrh=sis,urn:cts:greekLit:tlg0011.tlg002:24,24,χρησις,xrhsis,χρήσει,χρησει,n-s---fd-,xrh/sei,xrhsei
176620723,δίκαιος,di/kaios,urn:cts:greekLit:tlg0011.tlg002:24,24,δικαιος,dikaios,δικαίᾳ,δικαια,a-s---fd-,dikai/a|,dikaia
166530851,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:24,24,και,kai,καὶ,και,c--------,kai\,kai
234884549,νόμος,no/mos,urn:cts:greekLit:tlg0011.tlg002:24,24,νομος,nomos,νόμου,νομου,n-s---mg-,no/mou,nomou
194045666,κατά,kata/,urn:cts:greekLit:tlg0011.tlg002:24,24,κατα,kata,κατὰ,κατα,r--------,kata\,kata
275066154,χθών,xqw/n,urn:cts:greekLit:tlg0011.tlg002:24,24,χθων,xqwn,χθονὸς,χθονος,n-s---fg-,xqono\s,xqonos
209413304,κρύπτω,kru/ptw,urn:cts:greekLit:tlg0011.tlg002:25,25,κρυπτω,kruptw,ἔκρυψε,εκρυψε,v3saia---,e)/kruYe,ekruYe
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:25,25,ο,o,τοῖς,τοις,l-p---md-,toi=s,tois
330131948,ἔνερθε,e)/nerqe,urn:cts:greekLit:tlg0011.tlg002:25,25,ενερθε,enerqe,ἔνερθεν,ενερθεν,d--------,e)/nerqen,enerqen
131015049,ἔντιμος,e)/ntimos,urn:cts:greekLit:tlg0011.tlg002:25,25,εντιμος,entimos,ἔντιμον,εντιμον,a-s---ma-,e)/ntimon,entimon
205583594,νεκρός,nekro/s,urn:cts:greekLit:tlg0011.tlg002:25,25,νεκρος,nekros,νεκροῖς,νεκροις,a-p---md-,nekroi=s,nekrois
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:26,26,ο,o,τὸν,τον,l-s---ma-,to\n,ton
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:26,26,δε,de,δ̓,δ,g--------,d,d
113403976,ἄθλιος,a)/qlios,urn:cts:greekLit:tlg0011.tlg002:26,26,αθλιος,aqlios,ἀθλίως,αθλιως,d--------,a)qli/ws,aqliws
226817761,θνήσκω,qnh/skw,urn:cts:greekLit:tlg0011.tlg002:26,26,θνησκω,qnhskw,θανόντα,θανοντα,v-sapama-,qano/nta,qanonta
119653153,Πολυνείκης,Polunei/khs,urn:cts:greekLit:tlg0011.tlg002:26,26,Πολυνεικης,Poluneikhs,Πολυνείκους,Πολυνεικους,n-s---mg-,Polunei/kous,Poluneikous
192164755,νέκυς,ne/kus,urn:cts:greekLit:tlg0011.tlg002:26,26,νεκυς,nekus,νέκυν,νεκυν,n-s---ma-,ne/kun,nekun
144783582,ἀστός,a)sto/s,urn:cts:greekLit:tlg0011.tlg002:27,27,αστος,astos,ἀστοῖσί,αστοισι,n-p---md-,a)stoi=si/,astoisi
160519285,φημί,fhmi/,urn:cts:greekLit:tlg0011.tlg002:27,27,φημι,fhmi,φασιν,φασιν,v3ppia---,fasin,fasin
150585316,ἐκκηρύσσω,e)kkhru/ssw,urn:cts:greekLit:tlg0011.tlg002:27,27,εκκηρυσσω,ekkhrussw,ἐκκεκηρῦχθαι,εκκεκηρυχθαι,v--rne---,e)kkekhru=xqai,ekkekhruxqai
152447041,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:27,27,ο,o,τὸ,το,l-s---na-,to\,to
170901650,μή,mh/,urn:cts:greekLit:tlg0011.tlg002:27,27,μη,mh,μὴ,μη,c--------,mh\,mh
220479386,τάφος,ta/fos,urn:cts:greekLit:tlg0011.tlg002:28,28,ταφος,tafos,τάφῳ,ταφω,n-s---md-,ta/fw|,tafw
189850407,καλύπτω,kalu/ptw,urn:cts:greekLit:tlg0011.tlg002:28,28,καλυπτω,kaluptw,καλύψαι,καλυψαι,v--ana---,kalu/Yai,kaluYai
187849179,μηδέ,mhde/,urn:cts:greekLit:tlg0011.tlg002:28,28,μηδε,mhde,μη,μη,g--------,mh,mh
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:28,28,δε,de,δὲ,δε,g--------,de\,de
372439462,κωκύω,kwku/w,urn:cts:greekLit:tlg0011.tlg002:28,28,κωκυω,kwkuw,κωκῦσαί,κωκυσαι,v--ana---,kwku=sai/,kwkusai
229972436,τις,tis,urn:cts:greekLit:tlg0011.tlg002:28,28,τις,tis,τινα,τινα,p-s---ma-,tina,tina
122126075,ἐάω,e)a/w,urn:cts:greekLit:tlg0011.tlg002:29,29,εαω,eaw,ἐᾶν,εαν,v--pna---,e)a=n,ean
125999525,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:29,29,δε,de,δ̓,δ,g--------,d,d
203228424,ἄκλαυστος,a)/klaustos,urn:cts:greekLit:tlg0011.tlg002:29,29,ακλαυστος,aklaustos,ἄκλαυτον,ακλαυτον,a-s---ma-,a)/klauton,aklauton
197915564,ἄταφος,a)/tafos,urn:cts:greekLit:tlg0011.tlg002:29,29,αταφος,atafos,ἄταφον,αταφον,a-s---ma-,a)/tafon,atafon
