line_number,line_text,speaker,norm_speaker,eng_speaker
1265,ὤμοι ἐμῶν ἄνολβα βουλευμάτων.,Κρέων,Κρεων,Krewn
1266,"ἰὼ παῖ, νέος νέῳ ξὺν μόρῳ",Κρέων,Κρεων,Krewn
1267,"αἰαῖ αἰαῖ,",Κρέων,Κρεων,Krewn
1268,"ἔθανες, ἀπελύθης",Κρέων,Κρεων,Krewn
1269,ἐμαῖς οὐδὲ σαῖσι δυσβουλίαις.,Κρέων,Κρεων,Krewn
1270,οἴμʼ ὡς ἔοικας ὀψὲ τὴν δίκην ἰδεῖν.,Χορός,Χορος,Xoros
1271,"οἴμοι,",Κρέων,Κρεων,Krewn
1272,ἔχω μαθὼν δείλαιος· ἐν δʼ ἐμῷ κάρᾳ,Κρέων,Κρεων,Krewn
1273,θεὸς τότʼ ἄρα τότε μέγα βάρος μʼ ἔχων,Κρέων,Κρεων,Krewn
1274,"ἔπαισεν, ἐν δʼ ἔσεισεν ἀγρίαις ὁδοῖς,",Κρέων,Κρεων,Krewn
1275,"οἴμοι, λακπάτητον ἀντρέπων χαράν.",Κρέων,Κρεων,Krewn
1276,"φεῦ φεῦ, ὦ πόνοι βροτῶν δύσπονοι.",Κρέων,Κρεων,Krewn
1278,"ὦ δέσποθʼ, ὡς ἔχων τε καὶ κεκτημένος,",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1279,"τὰ μὲν πρὸ χειρῶν τάδε φέρων, τὰ δʼ ἐν δόμοις",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1280,ἔοικας ἥκειν καὶ τάχʼ ὄψεσθαι κακά.,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1281,τί δʼ ἔστιν αὖ κάκιον ἐκ κακῶν ἔτι;,Κρέων,Κρεων,Krewn
1282,"γυνὴ τέθνηκε, τοῦδε παμμήτωρ νεκροῦ,",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1283,"δύστηνος, ἄρτι νεοτόμοισι πλήγμασιν.",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1284,ἰώ.,Κρέων,Κρεων,Krewn
1284a,"ἰὼ δυσκάθαρτος Ἅιδου λιμήν,",Κρέων,Κρεων,Krewn
1285,τί μʼ ἄρα τί μʼ ὀλέκεις;,Κρέων,Κρεων,Krewn
1286,ὦ κακάγγελτά μοι,Κρέων,Κρεων,Krewn
1287,"προπέμψας ἄχη, τίνα θροεῖς λόγον;",Κρέων,Κρεων,Krewn
1288,"αἰαῖ, ὀλωλότʼ ἄνδρʼ ἐπεξειργάσω.",Κρέων,Κρεων,Krewn
1289,"τί φής, παῖ; τίνʼ αὖ λέγεις μοι νέον,",Κρέων,Κρεων,Krewn
1290,"αἰαῖ αἰαῖ,",Κρέων,Κρεων,Krewn
1291,σφάγιον ἐπʼ ὀλέθρῳ,Κρέων,Κρεων,Krewn
1292,γυναικεῖον ἀμφικεῖσθαι μόρον;,Κρέων,Κρεων,Krewn
1293,ὁρᾶν πάρεστιν· οὐ γὰρ ἐν μυχοῖς ἔτι.,Χορός,Χορος,Xoros
1294,"οἴμοι,",Κρέων,Κρεων,Krewn
1295,κακὸν τόδʼ ἄλλο δεύτερον βλέπω τάλας.,Κρέων,Κρεων,Krewn
1296,"τίς ἄρα, τίς με πότμος ἔτι περιμένει;",Κρέων,Κρεων,Krewn
1297,"ἔχω μὲν ἐν χείρεσσιν ἀρτίως τέκνον,",Κρέων,Κρεων,Krewn
1298,"τάλας, τὸν δʼ ἔναντα προσβλέπω νεκρόν.",Κρέων,Κρεων,Krewn
1300,"φεῦ φεῦ μᾶτερ ἀθλία, φεῦ τέκνον.",Κρέων,Κρεων,Krewn
1301,ἡ δʼ ὀξυθήκτῳ βωμία περὶ ξίφει,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1302,"λύει κελαινὰ βλέφαρα, κωκύσασα μὲν",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1303,"τοῦ πρὶν θανόντος Μεγαρέως κλεινὸν λάχος,",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1304,"αὖθις δὲ τοῦδε, λοίσθιον δὲ σοὶ κακὰς",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1305,πράξεις ἐφυμνήσασα τῷ παιδοκτόνῳ.,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1306,"αἰαῖ αἰαῖ,",Κρέων,Κρεων,Krewn
1307,ἀνέπταν φόβῳ. τί μʼ οὐκ ἀνταίαν,Κρέων,Κρεων,Krewn
1308,ἔπαισέν τις ἀμφιθήκτῳ ξίφει;,Κρέων,Κρεων,Krewn
1310,"δείλαιος ἐγώ, αἰαῖ,",Κρέων,Κρεων,Krewn
1311,δειλαίᾳ δὲ συγκέκραμαι δύᾳ.,Κρέων,Κρεων,Krewn
1312,ὡς αἰτίαν γε τῶνδε κἀκείνων ἔχων,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1313,πρὸς τῆς θανούσης τῆσδʼ ἐπεσκήπτου μόρων.,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1314,ποίῳ δὲ κἀπελύσατʼ ἐν φοναῖς τρόπῳ;,Κρέων,Κρεων,Krewn
1315,"παίσασ' ὑφʼ ἧπαρ αὐτόχειρ αὑτήν, ὅπως",Ἐξάγγελος,Εξαγγελος,Ecaggelos
1316,παιδὸς τόδʼ ᾔσθετʼ ὀξυκώκυτον πάθος.,Ἐξάγγελος,Εξαγγελος,Ecaggelos
1317,"ὤμοι μοι, τάδʼ οὐκ ἐπʼ ἄλλον βροτῶν",Κρέων,Κρεων,Krewn
1318,ἐμᾶς ἁρμόσει ποτʼ ἐξ αἰτίας.,Κρέων,Κρεων,Krewn
1319,"ἐγὼ γάρ σʼ ἐγὼ ἔκανον, ὢ μέλεος,",Κρέων,Κρεων,Krewn
1320,"ἐγώ, φάμʼ ἔτυμον. ἰὼ πρόσπολοι,",Κρέων,Κρεων,Krewn
1321,"ἄγετέ μʼ ὅ τι τάχιστʼ, ἄγετέ μʼ ἐκποδών,",Κρέων,Κρεων,Krewn
1325,τὸν οὐκ ὄντα μᾶλλον ἢ μηδένα.,Κρέων,Κρεων,Krewn
1326,"κέρδη παραινεῖς, εἴ τι κέρδος ἐν κακοῖς.",Χορός,Χορος,Xoros
1327,βράχιστα γὰρ κράτιστα τἀν ποσὶν κακά.,Χορός,Χορος,Xoros
1328,"ἴτω ἴτω,",Κρέων,Κρεων,Krewn
1329,φανήτω μόρων ὁ κάλλιστʼ ἔχων,Κρέων,Κρεων,Krewn
1330,ἐμοὶ τερμίαν ἄγων ἁμέραν,Κρέων,Κρεων,Krewn
1331,"ὕπατος· ἴτω ἴτω,",Κρέων,Κρεων,Krewn
1332,ὅπως μηκέτʼ ἆμαρ ἄλλʼ εἰσίδω.,Κρέων,Κρεων,Krewn
1334,μέλλοντα ταῦτα. τῶν προκειμένων τι χρὴ,Χορός,Χορος,Xoros
1335,πράσσειν. μέλει γὰρ τῶνδʼ ὅτοισι χρὴ μέλειν.,Χορός,Χορος,Xoros
1336,"ἀλλʼ ὧν ἐρῶ, τοιαῦτα συγκατηυξάμην.",Κρέων,Κρεων,Krewn
1337,μή νυν προσεύχου μηδέν· ὡς πεπρωμένης,Χορός,Χορος,Xoros
1338,οὐκ ἔστι θνητοῖς συμφορᾶς ἀπαλλαγή.,Χορός,Χορος,Xoros
1339,"ἄγοιτʼ ἂν μάταιον ἄνδρʼ ἐκποδών,",Κρέων,Κρεων,Krewn
1340,"ὅς, ὦ παῖ, σέ τʼ οὐχ ἑκὼν κάκτανον",Κρέων,Κρεων,Krewn
1341,"σέ τʼ αὖ τάνδʼ, ὤμοι μέλεος, οὐδʼ ἔχω",Κρέων,Κρεων,Krewn
1342,ὅπᾳ πρὸς πότερα κλιθῶ· πάντα γὰρ,Κρέων,Κρεων,Krewn
1345,"λέχρια τἀν χεροῖν, τὰ δʼ ἐπὶ κρατί μοι",Κρέων,Κρεων,Krewn
1346,πότμος δυσκόμιστος εἰσήλατο.,Κρέων,Κρεων,Krewn
1347,πολλῷ τὸ φρονεῖν εὐδαιμονίας,Χορός,Χορος,Xoros
1348,πρῶτον ὑπάρχει. χρὴ δὲ τά γʼ εἰς θεοὺς,Χορός,Χορος,Xoros
1350,μηδὲν ἀσεπτεῖν. μεγάλοι δὲ λόγοι,Χορός,Χορος,Xoros
1351,μεγάλας πληγὰς τῶν ὑπεραύχων,Χορός,Χορος,Xoros
1352,ἀποτίσαντες,Χορός,Χορος,Xoros
1353,γήρᾳ τὸ φρονεῖν ἐδίδαξαν.,Χορός,Χορος,Xoros
