lemma_id,headword
255875,diaptu/ssw
323874,katasxeqei=n
73618,a)nati/
196403,prohghth/s
229191,o(morroqe/w
239453,polusta/fulos
234073,leu/kaspis
114454,ste/rgw
84989,polio/s
272258,pro/skeimai
223478,e)gkrath/s
46678,a(/ls
213855,pro/keimai
127889,e)ggua/w
81479,o(/mws
73730,o(mw=s
264671,ei)selau/nw
108440,ba/llis
112360,a)ni/hmi
36094,ai(=ma
197625,*)/exetos
191719,r(h/gnumi
44986,o(/ti
154947,dio/llumi
96187,a)kmh/s
99161,lussa/w
95405,genna/w
270512,katarguro/w
60544,forbh/
110146,feu=cis
213632,o(rkwmote/w
219361,e)paide/omai
225538,a)fagni/zw
221306,a)noiste/os
81564,klau=ma
248560,prokh/domai
481399,e)pecerga/zomai
190343,fi/laulos
190002,me/toikos
246340,sxetlia/zw
126577,sumfora/
95766,plhga/s
7212,de/
178989,summaxe/w
96504,o(/stis
159376,ka/twqen
39660,w(=de
39951,kaqo/
55231,o(/ros
78753,qesmo/s
149238,a)re/skw
113193,oi)kei=os
143344,maqhto/s
198387,*)/agrios
93953,stere/w
128777,ai)ki/zw
45892,loxw/
66535,kerdw/
164619,le/xrios
158696,biw/simos
331815,polu/plagktos
118536,bw/mios
282539,e)pi/lhptos
326225,e)pitu/mbios
328419,parece/rxomai
150706,o)xma/zw
78307,e(/nos
119678,ma/kros
44861,pri/n
51918,qau=ma
107048,manqa/nw
136750,geraio/s
75984,ste/fw
74125,ei)re/w
83328,ni=kos
73919,gnw/mh
165758,e)mautou=
58466,ei)doi/
106205,qnhto/s
141222,eu)kleh/s
61217,khki/w
73317,mhni/w
80310,pei/rw
97609,o(rma/w
192471,h(me/rios
114969,su/neunos
277844,a)ntiloge/w
81639,a)lao/s
171481,makrai/wn
136163,spa/ragma
248318,stufeli/zw
70576,tago/s
147511,prosh/goros
117453,xrh/sths
40136,ou)=s
243783,e)pi/shmon
105043,a)oida/w
145414,e)parke/w
277960,u(perbai/nw
82997,ma/qos
65652,mh/thr
117762,peri/eimi
97875,e)lpi/s
254043,talaipwre/w
85534,fri/zw
144396,e)kba/zw
80482,ka=lon
52638,tu/fw
155428,texna/zw
69272,mona/s
46099,bia/w
79368,ble/pw
158135,despo/ths
137758,o)fei/lw
73818,phro/s
79474,mh/toi
106522,kwti/llw
141097,e)desto/s
272926,u(pertre/xw
234304,a)poimw/zw
102439,o)le/kw
105078,oi)ste/os
153671,metoiki/a
164264,e(rkei=os
109389,tro/fis
114840,tlh/mwn
122376,te/ryis
96473,u(bri/s
79204,kei=mai
38959,salo/s
38317,xolh/
48734,sa/los
147167,kaqa/ptw
70962,pe/sos
105995,lignu/s
215423,pa/nnuxos
145980,kallu/nw
189840,kako/frwn
82895,balbi/s
191022,a)/yorros
157929,ge/neqlon
78703,fitu/w
164247,e)remno/s
122388,dikaio/w
65787,a(lh/s
115674,tera/zw
239695,a)risteu/w
120163,e)kbolh/
80423,ci/fos
104709,h(de/ws
69375,nekrw/n
77008,e(lke/w
47434,ma/qh
44305,fo/bh
120584,skh/ptw
67193,o(ra/w
137455,plou=tos
155037,foita/zw
45205,xei/r
73902,loxa/w
187642,prosfilh/s
95974,a)lge/w
74021,muqe/w
239237,kindu/neuma
201260,qeh/latos
181846,a)mfie/pw
231001,e)ph/bolos
138612,duskleh/s
232533,a)stuno/mos
229836,prosptu/ssw
181089,suni/stwr
166667,katartu/w
109310,r(e/qos
154734,sxola/zw
81671,ga/mos
136261,plh/sios
74396,sqe/nos
112632,de/ndron
119853,plhsi/os
307479,talai/pwros
104744,dama/zw
74974,tri/bw
39295,plh/c
149305,e)rh=mos
91114,dei=cis
90219,o(poi=os
80629,deu=ro
103061,o)pa/wn
163104,o(mai/mwn
78149,sindw/n
149420,komyeu/w
76513,taxu/s
109962,e)ci/hmi
243013,e)pimele/omai
169527,e)mfanh/s
149525,protere/w
71668,ei)/sw
57557,e(pta/
96887,e(pta/s
67979,o)cu/s
152110,sxe/tlios
111044,pti/lon
66078,au)=te
116919,paraspa/w
260411,ai(mathro/s
98823,deira/s
131847,e)/coida
84561,pro/pas
126985,neoxmo/s
167460,peiqarxi/a
129269,a)khde/w
151917,ai)sxro/s
50310,o)/cos
42730,i(/hmi
40065,qri/c
155372,pone/omai
66402,*)/idh
48628,plhgh/
62316,h)me/n
107492,purgo/w
72026,doke/w
99955,u(gro/s
170333,kaqaire/w
191073,turanneu/w
99415,ei)=don
70008,loga/w
74999,*zeu/s
243357,kata/fraktos
200657,kathrefh/s
393525,katazeu/gnumi
192699,promhnu/w
217116,parasta/zw
44106,dwma/w
192087,a)/rguros
149006,prosere/w
276528,a)po/rrhtos
116740,ei)si/hmi
171945,a)delfo/s
138331,r(ipte/w
222108,e)pi/shmos
49140,pou/s
140915,qa/lamos
77526,kuro/w
247017,poluw/numos
138687,w)mhsth/s
71532,se/lma
125658,stegano/s
225604,kateuna/zw
114694,sebi/zw
183227,*)erinu/s
61121,pasta/s
111692,spei/rw
207225,texna/omai
191612,e)rhma/zw
112377,*xa/ris
80927,xa/ris
88811,koino/w
74976,timo/w
107415,xeiro/w
108041,plei/wn
155109,a)/qlios
184042,probai/nw
135420,e)le/gxw
39614,i)/dh
140815,trofeu/s
109789,du/snous
212450,peribai/nw
106054,eu)a/zw
139964,a)lgi/wn
164074,e)no/dios
123223,stono/eis
119795,mu/dros
58591,sto/nos
155955,a)mpla/khma
98611,a(gno/s
189816,e)gkrate/w
161877,kalu/ptw
84635,lampa/s
115227,fri/ssw
65650,w)=sis
202741,tu/rannos
71166,xola/w
207622,stefa/nwma
192080,e)mpai/zw
222875,fila/delfos
260180,a)la/storos
141125,su/nnoia
85757,ph=ros
125556,me/laina
27263,du/o
283261,o)fliska/nw
112475,ou)/pote
309514,e)camarta/nw
263653,a)nqi/sthmi
62906,yo/gos
78105,te/ras
180454,proskope/w
242519,a)naspasto/s
169200,eu)/shmos
111686,xruso/w
255191,a)porrai/nw
141129,dusmenh/s
58625,o)smh/
69584,podi/s
140358,a)timo/w
46963,dw=ma
140363,o)mmato/w
153791,a)rista/w
170999,daimo/nion
103364,foita/w
115712,kate/xw
76557,h)/ios
200847,a)ka/matos
227435,a)ntifwne/w
247467,a)/geustos
206450,h)nemo/eis
113606,mo/rsimos
388593,sunerga/zomai
70624,sti/bos
75754,tre/fw
120567,xrhsto/s
76970,yeu/dw
70953,klai/w
38530,sw/zw
115836,eu)sebe/w
69581,dei/lh
40034,*di=a
53655,di=os
40795,*di/h
73833,*di/on
18015,dia/
208594,a)/riston
267228,e)ggu/teros
93924,a)ci/nh
135747,di/kella
148867,u(/falos
159602,a)/rnumai
179483,e)/kdikos
36003,a)po/
74419,ei)/per
77581,a)/rdw
248970,perii/zomai
67988,fa/sis
92472,h(me/ra
47259,ple/w
49671,o(mo/s
126578,bouleu/w
113768,dai/mwn
89225,xruso/s
89086,e)qe/lw
116308,proe/xw
92109,ai)qh/r
190072,kratisth/s
124270,su/mplous
358585,e)paisqa/nomai
47317,klw/n
78490,bre/mw
232155,misqarne/w
100609,a(rmo/s
263951,nauti/llomai
177372,progenh/s
63943,sxolh/
139796,xalino/s
112047,*mh=dos
34882,mhde/
45006,e)/ti
52001,o(mo/w
70199,nika/w
107334,stre/fw
160192,ka/llista
45636,mnh=ma
140393,yeu/sths
139412,skaio/ths
49391,dmw/s
277487,e)pa/llhlos
198339,e)/ndhlos
79406,lei/pw
49727,de/on
49555,yau/w
99783,xeima/w
148628,u(gra/zw
115833,mona/zw
86015,koino/s
65308,u(pe/r
177495,e)/sxatos
105451,pikro/s
185372,martu/romai
250495,a)ki/nhtos
143220,parei/kw
176659,e)mpola/w
73287,qroe/w
98730,a)rgo/s
163821,despote/w
106071,deino/w
152184,a)no/sios
62753,lo/fos
104569,toco/ths
102018,qra/sos
90221,kolpo/w
37995,dokh/
104505,kapno/s
101359,petra/s
161800,paptai/nw
181409,a)pexqh/s
188928,e)/norkos
267634,a)pofra/ssw
161385,pu/matos
224126,dusdai/mwn
84156,sta/zw
26632,xara/
196428,a)ntei=pon
110504,tre/fos
236296,eu)erge/ths
33745,tw=|
194028,prodi/dwmi
47532,noe/w
349131,a)nqrwpo/omai
172011,marture/w
178696,e)kfai/nw
185464,ou)ra/nios
57894,o(si/a
66732,i)/sos
119279,keu=qos
206743,a)/fqitos
82717,le/sxh
167776,pa/gkakos
187590,a)/boulos
72020,o(/tan
48555,new/s
132451,kataxe/w
62737,ai)w/n
178491,e)kpodw/n
192616,a)qanato/w
34808,labh/
68717,pompo/s
125370,a)bouli/a
72587,to/lma
137260,e)/codos
101582,tolma/w
80361,e)/tos
71674,i)so/w
100259,a)eto/s
183772,mantiko/s
140583,a)greu/w
213965,ai(mato/eis
148180,podw/khs
374112,u(perpe/tomai
108890,krai/nw
82557,me/nos
67562,o)/sse
162809,pa/trios
74894,keno/w
106611,*me/ghs
198131,o)/pisqen
70960,dei=sa
72538,yilo/s
38149,ai)ti/a
227677,kra/tistos
65399,i)de/w
86482,nea=nis
173066,pro/dromos
169701,a)/kosmos
258177,h)/lektron
98690,qu/ella
299911,fila/rguros
61853,qeo/qen
241695,e)kpra/ssw
285968,sumfra/zomai
72784,pone/w
41444,do/ca
145779,qa/natos
115559,me/ntoi
93930,dou=los
61553,fo/bos
123297,ou)dei/s
84621,kerki/s
98565,qambe/w
61351,trofh/
164381,a)lla/ssw
198088,parabai/nw
102544,xrh=sis
112940,e(ni/zw
99586,kri/non
205101,e)nti/qhmi
177698,a)porre/w
191622,e)ksw/|zw
347861,ai)sxroke/rdeia
127840,e)rei/pw
170164,pai/deios
221427,o)li/gistos
71007,game/w
155078,a(rmo/zw
113598,qeia/zw
109908,ktei/nw
159243,a)resto/s
101551,e)ch/kw
60010,a)guia/
69323,fu/lac
37837,qei/a
136468,i(kano/w
193694,daimo/nios
142300,shmei=on
155825,h(/meros
146890,eu)genh/s
89895,h(ni/ka
304308,a)da/krutos
266905,prosti/qhmi
57537,o)/yos
102810,i(ka/nw
56534,a)lkh/
163689,tro/paion
70202,a)/lkh
116647,a)=qlos
55573,krh/nh
152103,a)/filos
291439,periptu/ssw
161019,i(/ppeios
127585,sto/mion
186079,sumpone/w
162733,da/kruon
77036,xre/os
79485,qe/mis
171600,e)nargh/s
159078,tropai=os
109990,u(/bris
51097,spodo/s
85281,ge/nus
117410,pura/zw
169434,a)na/cios
34068,e)pi/
62559,poio/w
162607,le/ktron
140314,e)/xidna
168259,sunte/mnw
97270,stugno/s
201395,klei=qron
162255,e)/tumos
237951,e)pa/gnumi
80118,ou(=tos
88685,ei)/seimi
79961,gh=ras
128898,e)/cesti
365079,e)cerga/zomai
54917,xrh/mh
151456,xeima/zw
62981,doko/w
132946,stugero/s
56305,w(sei/
26804,xhlh/
255601,a)nastrofh/
280748,au)to/fwros
92906,ou)damou=
178856,ou)damw=s
215040,a)rari/skw
183639,a)piste/w
96286,ko/lpos
177496,e)kbai/nw
269347,a)parne/omai
207777,dra/ssomai
108743,kluto/s
53856,ti/nw
117985,klh=ros
94639,tau/th|
12162,e)k
231784,nauklhre/w
140730,a)nterw=
136273,e)pipne/w
125230,ai)/tios
71338,w)fele/w
100595,ti/mios
217600,basi/leion
105322,gnw=sis
120435,xra/omai
98560,a)rke/w
153479,su/mmaxos
146195,ploute/w
46911,spa/w
95801,toiga/r
113617,a)=qlon
103841,tuflo/s
122502,ma/nteuma
130686,a)/gamos
160329,forti/zw
188268,e)xqai/rw
86625,mu=qos
187718,eu)ergete/w
20620,a(/ma
111821,a)sfalh/s
139901,i(ke/sios
233410,panourge/w
235274,au)tourgo/s
180978,e)/kkeimai
109671,xe/rsos
159539,a)gh/raos
159431,suntuxi/a
99949,genhi/s
96562,sklhro/s
116610,xei/rwn
49938,nau=s
85770,teu/xw
189628,*bakxeu/w
216895,mhtrw=|os
138043,khdemw/n
73169,oi)/omai
174386,a)nqrwpw/
291581,mhtro/polis
63303,xolo/w
198948,r(uqmi/zw
58491,o(rmh/
152644,ghra/skw
174627,e)kei=nos
137633,xru/seos
91844,oi)ke/w
197633,e)/ndikos
132619,po/ntios
186181,pa/redros
298706,a)nti/tupos
201826,xeime/rios
117171,e)sxa/ra
140438,pa/tagos
64001,mwri/a
182663,a)nqhro/s
105941,lugro/s
113619,pra/ssw
197397,fi/ltatos
39753,au)/w
82524,qa=kos
224502,kaqa/rsios
52959,au)lh/
109835,yuxro/s
144568,prosqe/w
185387,katei=don
218305,a)rgu/reos
154763,xa/lkeos
98571,o(ple/w
138896,a)lala/zw
131691,a)/tafos
133037,a)tenh/s
233497,e)kdida/skw
76675,i)=dos
51004,lou/w
212823,pari/sthmi
115239,a)narxi/a
184049,braduth/s
116003,a)sfalo/s
52180,tu/xh
104647,makro/s
242311,*parqe/nos
148548,xalkou=s
193869,ei)sbai/nw
311097,xeima/rrous
154172,a)/pwqen
82936,a)oidh/
2962,e(/
119241,bla/ptw
91590,e)/nerqe
119257,qa/lpos
118325,o(/rkios
78340,o(rko/w
83217,a)/galma
120029,kle/ptw
103790,stuge/w
128959,e)/nqeos
218226,a)ntitei/nw
86899,te/rpw
100845,o)reu/s
212483,kaqi/sthmi
192969,a)/ristos
102443,e)kfu/w
46728,qu=ma
109505,misqo/w
106539,sfa/llw
123316,bouleu/s
202981,a)qa/natos
38770,ei(=s
249358,a)ni/khtos
67664,lh=mma
68030,limh/n
94951,neosso/s
99428,e)/oika
105048,qarse/w
54479,ma/kra
118814,yuxa/zw
272799,a)/nqrwpos
63141,maxa/w
84628,sxa/zw
177747,panourgi/a
84507,qa/lpw
234157,h(me/teros
71741,klei/w
83335,e)/rws
117396,e)/gxos
172850,a)/rotron
96029,plh/rhs
96599,xrono/w
79630,pei/qw
241794,e)mfu/lios
409367,katarrh/gnumi
137348,kaqai/rw
157283,perisso/s
82630,sfa/zw
141810,basta/zw
79016,o)/lbos
162881,e)reuna/w
164951,ai(ma/ssw
356350,sugkera/nnumi
278714,a)nape/tomai
76302,qumo/w
87135,ku=ros
113435,doca/zw
86381,a)/rxw
103011,nearo/s
153990,kratu/nw
118619,ba/qron
210399,katoiki/zw
74615,kisso/s
83276,mh=kos
90388,pa/sxw
261303,e)rga/zomai
73909,lupe/w
278240,a)ntidi/dwmi
144858,to/ceuma
110494,bi/otos
76934,o)/xqh
81869,yh=fos
199197,e)/painos
114457,plh/ssw
156327,koufi/zw
69619,w)ku/s
144570,a)polu/w
78247,e(/lkw
122681,a)/rxwn
110664,a)fi/hmi
253877,e)pi/xeiron
142066,h(/suxos
68776,ei)/lw
143670,e)kpi/nw
206172,a(li/skomai
60582,xrei/a
74604,oi)=kos
38808,pnoh/
256213,au)to/nomos
89034,e)fe/pw
114813,xorhgo/s
54790,fe/rw
155724,si/dhron
44091,plh/n
181176,e)reqi/zw
138981,eu)/kleia
147865,e(li/ssw
148460,monarxi/a
267640,e)piskh/ptw
178755,pantelh/s
129632,ou)ke/ti
143359,klopeu/s
184268,e)rga/ths
26292,kaqa/
76668,pe/tra
122854,pantaxh=
181031,a)nekto/s
105045,a)xeu/w
91164,a)qumi/a
37884,fhmi/
100249,i(sta/w
80489,misqo/s
48866,o(mou=
59801,h(donh/
104604,kosme/w
135314,a)/ntron
73252,h)=mar
141074,o)/nhsis
122058,e)/peita
17982,h)/dh
86436,nefe/lh
233268,a)frosu/nh
188208,a)/moiros
179126,e)mfai/nw
64132,o(/sios
170153,e)sxata/w
92981,ai)ne/w
142571,tamieu/w
30630,na=ma
141784,e(/pomai
76436,ou)=son
146711,di/dumos
57877,o(plh/
102621,deilo/s
185242,profai/nw
74390,h(=par
124752,dhmo/ths
113404,o)pi/zw
164210,gignw/skw
187797,prosble/pw
74336,r(e/pw
108585,fe/ggos
76600,muxo/s
154023,a)/polis
62453,a)rxh/
49367,gou=n
40345,meqo/
270425,periste/llw
83433,stereo/s
108926,xoreu/w
321193,proseu/xomai
80052,te/xnh
63967,e(na/s
79300,kli/nw
100078,basi/lh
102253,e)fh/kw
102291,bro/xos
85721,bo/skw
180952,duna/sths
109099,pte/ruc
135131,eu)tuxe/w
85040,ge/rwn
205693,e)ci/sthmi
241741,stoxa/zomai
98921,a)kti/s
27092,kata/
84669,la/mpw
260096,suggignw/skw
138303,o)rfano/s
161943,kaqista/w
113374,si/dhros
140077,kte/omai
78931,eu)qu/s
194848,de/spoina
94789,pedia/s
107533,ei)=pos
133131,po/teros
111895,i(/sthmi
120208,e)rei/dw
200059,pare/ceimi
150942,u(bri/zw
41459,e)a/w
83633,li/pos
84470,o(/rkos
138246,kai/rios
104849,pthno/s
105858,au)=qis
103443,a)/lsos
135991,dustuxh/s
46471,tla/w
96932,miai/nw
165789,meqi/sthmi
49396,lu/ph
198548,katabai/nw
221985,e)/myuxos
251790,e)/xqistos
372881,e)pece/rxomai
320796,a)llotria/zw
79377,o)/yis
43027,*pa/n
69005,sto/ma
75109,baru/s
204553,a)/rrhtos
46994,ce/nh
193716,parqe/nos
54318,dei/dw
212975,diaspei/rw
217502,e)pitre/xw
82612,fu=lon
165554,bibrw/skw
190895,a)poti/nw
158427,a)niaro/s
81406,o(/plon
120665,kta/omai
143840,shmai/nw
55251,o)/ros
115817,r(i/ptw
71324,o)/nta
150376,su/ntomos
83525,o)/knos
204208,su/mmetros
139155,a)/maxos
158414,e)/mfrwn
83128,ti/qhmi
74207,bwmo/s
46512,xwre/w
144187,oi)/khsis
148368,tugxa/nw
109277,qa/rsos
47301,xw/ra
105632,toceu/w
111345,a)/lgos
256277,paralla/ssw
135948,qigga/nw
244394,e)kmanqa/nw
149427,qhsauro/s
380494,e)pigignw/skw
239233,spla/gxnon
76553,a)/mfw
139700,dida/skw
186585,suntara/ssw
106240,a)ei/rw
114675,u(/mnos
104728,ei)a/zw
45325,oi(=os
112620,e)rwta/w
156658,thnikau=ta
88628,fulakh/
133206,i(kano/s
82540,xwra/zw
154142,o)/rnumi
68011,r(i/za
156557,u(/patos
93363,au)xh/n
95015,ai)te/w
70288,fobe/w
47828,me/qh
72852,a)/noia
143193,ste/rnon
99185,o(rme/w
131816,a(rpa/zw
171581,zeu/gnumi
118201,polemo/w
115323,a)delfh/
169632,e(toi=mos
53446,me/nw
60405,xala/w
150446,poli/ths
141329,tara/ssw
186124,me/llhsis
74370,me/gas
85764,kti/zw
67779,e(kw/n
80659,h)=qos
176260,basi/leios
103421,miaro/s
130790,no/misma
94469,tropo/s
98579,tro/pos
97133,mhdei/s
105152,a)kou/w
30925,mnh/mh
95714,ma/xomai
141473,ma/taios
74886,h)/toi
133294,protre/pw
26938,sofo/s
236747,a)/praktos
75226,polu/s
283842,eu)daimone/w
43410,o(/ph
114799,oi)=ktos
279705,e)pe/rxomai
145038,e)kti/nw
133192,a)lh/qeia
141789,pata/ssw
310413,paramuqe/omai
97521,fqo/nos
110167,dakru/w
104419,fqone/w
161029,a)/stron
265132,a)nti/palos
47477,pne/w
163746,o)/leqros
62061,fqora/
204912,u(/steron
79966,kri/nw
120794,loutro/n
233821,barbaro/omai
135669,barbaro/w
152806,stena/zw
245210,pleiona/zw
270324,gunaikei=os
129071,swthri/a
122534,a)na/qhma
95944,r(eu=ma
147943,zhlwto/s
108030,foneu/w
341259,katerga/zomai
158006,e)llei/pw
209155,e)pisth/mh
86079,a)pa/gw
110006,pi/mplhmi
156473,u(pa/rxw
135797,prope/mpw
30474,kh/lh
71920,oi)=dos
92048,pleura/
170022,presbeu/w
176749,e)kba/llw
180951,o)fqalmo/s
93805,o(/moios
89447,o(moi=os
50003,xrw/s
108853,ste/llw
55285,nw=ton
147311,dusxerh/s
119565,tau=ros
77982,feu/gw
72139,kine/w
64144,di/dhmi
31226,a)ci/a
104333,e)klu/w
195582,o)du/romai
108659,gumno/w
93711,e)ggu/s
87176,kai/toi
40689,flo/c
317017,e)cani/sthmi
106798,a)lh/qw
241381,e)pita/ssw
91278,koi=los
176901,dustuxe/w
25362,me/n
126342,lamba/nw
78655,qei=os
98753,a)rxh/n
39736,i(/na
227556,e)cai/fnhs
34814,o)ye/
79376,ste/nw
197896,e)cele/gxw
98259,pri/amai
163183,a)pei=pon
78954,h(/mwn
38116,ou)=n
273477,a)llo/trios
102973,spe/rma
122797,prw=tos
109879,prwto/s
137118,ka/teimi
139382,a(ma/rthma
102689,bradu/s
77431,strato/s
94724,gluku/s
105073,e)nnoe/w
118326,suni/hmi
189917,a)/ggelos
143441,fronti/s
119065,eu)/nous
98453,u(mne/w
74433,a)cia/w
90045,o(moio/w
56857,a)kmh/
95023,para/gw
252535,eu)daimoni/a
121075,e(autou=
163851,eu)tuxh/s
177472,a)fani/zw
104503,ei)=pon
262355,kate/rxomai
223554,a)natre/pw
42292,o(/sos
176177,u(/steros
93268,ei)ko/s
144117,basileu/s
163941,bou/lomai
221831,a)posta/zw
120529,pe/nqos
117413,no/mimos
71604,poie/w
127383,po/lemos
90347,palai/w
145261,pro/teros
35608,safh/s
115788,mesa/zw
55845,po/rw
72870,mi=sos
83136,da/knw
69870,mhxanh/
86681,loipo/s
255480,e)leu/qeros
78593,e)/rgw
123713,pro/noia
141410,su/noida
117969,toiou=tos
106933,lepto/s
144217,a)/llote
81054,pra=gma
31624,a)ei/
194499,ai)sxu/nw
139870,e)cai/rw
168024,perime/nw
161123,e)kfeu/gw
91410,kou=fos
164985,dei/knumi
117917,komi/zw
152112,pe/lagos
174917,turanni/s
109289,braxu/s
127246,poleme/w
60493,sofi/a
83901,me/ros
64561,troph/
110133,ma=llon
276863,e)ce/rxomai
200399,krei/sswn
149013,a)/poros
208187,ai)sqa/nomai
100047,e)pa/gw
316022,e)pilamba/nw
254268,e)pistre/fw
168433,paraine/w
96905,bi/aios
137768,u(yhlo/s
35983,u(po/
76688,a)/rti
116021,e)/qnos
161108,prosi/hmi
83218,o(po/sos
108145,kai/per
70596,di/dwmi
96519,i(ero/n
70796,au)tou=
126556,malako/s
59975,pe/mpw
188285,plei=stos
227656,eu)dai/mwn
187990,deu/teros
81830,meqi/hmi
137214,su/neimi
143157,e)paine/w
181575,a)riqmo/s
110449,i(/ppos
102624,mhke/ti
168871,a)rxai=os
73340,poqe/w
146683,e)kpe/mpw
113836,o(ri/zw
139573,te/leios
98425,sxedo/n
230844,prospi/tnw
90809,doulo/w
242791,e)kplh/ssw
134817,me/mfomai
97765,au)to/s
45616,fwne/w
80829,tosou=tos
73496,xwri/s
89881,au)ti/ka
139746,qauma/zw
125712,palaio/s
112976,ou(/tws
103417,xeimw/n
99549,i(ero/s
135651,be/baios
39669,fwnh/
192579,a)nagka/zw
112511,oi)/xomai
236262,thlikou=tos
21951,pro/
180143,pro/seimi
133941,h(gemw/n
36798,meta/
69628,xrh=ma
96439,keleu/w
197570,prosta/ssw
73149,mise/w
70330,sxh=ma
24446,ka)n
197109,e)kpi/tnw
148818,de/xomai
150692,a)/dikos
113831,au)ca/nw
96822,smikro/s
160396,a)llh/lwn
176734,a)mei/nwn
252951,a)pe/rxomai
131996,du/namai
106006,mete/xw
238053,a)po/llumi
150361,strathgo/s
54946,pre/pw
182582,eu)/xomai
65963,to/pos
109230,a)/cios
242401,pare/rxomai
110520,a)ne/xw
50388,kwlu/w
143886,pro/swpon
76389,siwpa/w
103584,tau)to/s
115391,a)na/gkh
119740,ka/qhmai
90516,tri/tos
138151,e(/teros
137007,pre/sbus
119534,a)gaqo/s
55708,o(/pou
172893,h(ge/omai
98853,a)cio/w
190320,eu(ri/skw
144132,lampro/s
32132,th=|
123953,ma/lista
130767,a)dike/w
209140,diafqei/rw
122615,a)lhqh/s
23501,nu/c
62474,ui(o/s
76404,pa/lin
140579,teleuta/w
47925,tre/w
236599,a)fikne/omai
83795,a(/ptw
117305,plh=qos
70899,kale/w
38750,peri/
220790,e)nanti/os
178148,polla/kis
54553,a(/pas
135715,gi/gnomai
187252,e(/kastos
111953,w(/sper
