lemma_id,lemma,full_eng,urn,line_number,normalized,eng_lemma,case_type,number,gender,voice,tense,mood,person,ppl_voice,ppl_tense,ppl_gender,ppl_case,prn_type,prn_case,prn_gender
70661,οὕτως,ou(/tws,urn:cts:greekLit:tlg0011.tlg002:639,639,ουτως,outws,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:639,639,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19563,ὦ,w)=,urn:cts:greekLit:tlg0011.tlg002:639,639,ω,w,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49924,παῖς,pai=s,urn:cts:greekLit:tlg0011.tlg002:639,639,παις,pais,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
40421,χρή,xrh/,urn:cts:greekLit:tlg0011.tlg002:639,639,χρη,xrh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21025,διά,di,urn:cts:greekLit:tlg0011.tlg002:639,639,δια,dia,None,None,None,None,None,None,None,None,None,None,None,None,None,None
88608,στέρνον,ste/rnon,urn:cts:greekLit:tlg0011.tlg002:639,639,στερνον,sternon,nominative,sg,masculine,active,imperfect,indicative,1st,active,present,neuter,nominative,None,None,None
42652,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:639,639,εχω,exw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
45406,γνώμη,gnmh,urn:cts:greekLit:tlg0011.tlg002:640,640,γνωμη,gnwmh,nominative,sg,feminine,active,pluperfect,indicative,1st,None,None,None,None,None,None,None
107209,πατρῷος,patrw|=os,urn:cts:greekLit:tlg0011.tlg002:640,640,πατρωος,patrwos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
38899,πᾶς,pa=s,urn:cts:greekLit:tlg0011.tlg002:640,640,πας,pas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
89756,ὄπισθεν,o)/pisq)en,urn:cts:greekLit:tlg0011.tlg002:640,640,οπισθεν,opisq)en,accusative,sg,neuter,None,None,None,None,passive,aorist,neuter,nominative,None,None,None
75237,ἵστημι,i(/sthmi,urn:cts:greekLit:tlg0011.tlg002:640,640,ιστημι,isthmi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:641,641,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:641,641,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
72978,οὕνεκα,ou(/neka,urn:cts:greekLit:tlg0011.tlg002:641,641,ουνεκα,ouneka,nominative,sg,feminine,active,perfect,indicative,1st,None,None,None,None,None,None,None
49211,ἀνήρ,a)nh/r,urn:cts:greekLit:tlg0011.tlg002:641,641,ανηρ,anhr,None,None,None,None,None,None,None,None,None,None,None,None,None,None
86816,εὔχομαι,eu)/xomai,urn:cts:greekLit:tlg0011.tlg002:641,641,ευχομαι,euxomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
48055,γονή,gonh/,urn:cts:greekLit:tlg0011.tlg002:641,641,γονη,gonh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
96655,κατήκοος,kath/koos,urn:cts:greekLit:tlg0011.tlg002:642,642,κατηκοος,kathkoos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
40463,φύω,fu/w,urn:cts:greekLit:tlg0011.tlg002:642,642,φυω,fuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
23982,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:642,642,εν,en,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
61957,δόμος,do/mos,urn:cts:greekLit:tlg0011.tlg002:642,642,δομος,domos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
42652,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:642,642,εχω,exw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
28986,ὡς,w(s,urn:cts:greekLit:tlg0011.tlg002:643,643,ως,ws,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:643,643,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:643,643,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81483,ἐχθρός,e)xq)ro/s,urn:cts:greekLit:tlg0011.tlg002:643,643,εχθρος,exq)ros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
130570,ἀνταμύνομαι,a)ntamu/nomai,urn:cts:greekLit:tlg0011.tlg002:643,643,ανταμυνομαι,antamunomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
60062,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:643,643,κακος,kakos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:644,644,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:644,644,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60848,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:644,644,φιλος,filos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
50523,τιμάω,timw,urn:cts:greekLit:tlg0011.tlg002:644,644,τιμαω,timaw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
23331,ἐκ,e)k,urn:cts:greekLit:tlg0011.tlg002:644,644,εκ,ek,None,None,None,None,None,None,None,None,None,None,None,demonstrative,nominative,masculine
53686,ἴσος,i)/sos,urn:cts:greekLit:tlg0011.tlg002:644,644,ισος,isos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
61430,πατήρ,path/r,urn:cts:greekLit:tlg0011.tlg002:644,644,πατηρ,pathr,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67061,ὅστις,o(/stis,urn:cts:greekLit:tlg0011.tlg002:645,645,οστις,ostis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:645,645,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
121647,ἀνωφέλητος,a)nwfe/lhtos,urn:cts:greekLit:tlg0011.tlg002:645,645,ανωφελητος,anwfelhtos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
64944,φιτύω,fitu/w,urn:cts:greekLit:tlg0011.tlg002:645,645,φιτυω,fituw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
73836,τέκνον,te/knon,urn:cts:greekLit:tlg0011.tlg002:645,645,τεκνον,teknon,nominative,sg,masculine,active,imperfect,indicative,1st,active,present,neuter,nominative,None,None,None
39915,τίς,ti/s,urn:cts:greekLit:tlg0011.tlg002:646,646,τις,tis,nominative,sg,neuter,None,None,None,None,None,None,None,None,interrogative,nominative,masculine_feminine
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:646,646,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
25399,ἄν,a)/n,urn:cts:greekLit:tlg0011.tlg002:646,646,αν,an,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
63593,εἶπον,ei)=pon,urn:cts:greekLit:tlg0011.tlg002:646,646,ειπον,eipon,nominative,sg,masculine,active,imperfect,indicative,1st,active,present,neuter,nominative,None,None,None
62173,ἄλλος,a)/llos,urn:cts:greekLit:tlg0011.tlg002:646,646,αλλος,allos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
49333,πλήν,plh/n,urn:cts:greekLit:tlg0011.tlg002:646,646,πλην,plhn,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
78086,ἑαυτοῦ,e(autou=,urn:cts:greekLit:tlg0011.tlg002:646,646,εαυτου,eautou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
64720,πόνος,po/nos,urn:cts:greekLit:tlg0011.tlg002:646,646,πονος,ponos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
40463,φύω,fu/w,urn:cts:greekLit:tlg0011.tlg002:647,647,φυω,fuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
65652,πολύς,polu/s,urn:cts:greekLit:tlg0011.tlg002:647,647,πολυς,polus,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:647,647,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:647,647,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81483,ἐχθρός,e)xq)ro/s,urn:cts:greekLit:tlg0011.tlg002:647,647,εχθρος,exq)ros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
62069,γέλως,ge/lws,urn:cts:greekLit:tlg0011.tlg002:647,647,γελως,gelws,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
24906,μή,mh/,urn:cts:greekLit:tlg0011.tlg002:648,648,μη,mh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41610,νῦν,nu=n,urn:cts:greekLit:tlg0011.tlg002:648,648,νυν,nun,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
50731,ποτέ,pote/,urn:cts:greekLit:tlg0011.tlg002:648,648,ποτε,pote,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19563,ὦ,w)=,urn:cts:greekLit:tlg0011.tlg002:648,648,ω,w,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49924,παῖς,pai=s,urn:cts:greekLit:tlg0011.tlg002:648,648,παις,pais,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:648,648,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48525,φρήν,frh/n,urn:cts:greekLit:tlg0011.tlg002:648,648,φρην,frhn,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
42363,ὑπό,u(po/,urn:cts:greekLit:tlg0011.tlg002:648,648,υπο,upo,None,None,None,None,None,None,None,None,None,None,None,None,None,None
59862,ἡδονή,h(donh/,urn:cts:greekLit:tlg0011.tlg002:648,648,ηδονη,hdonh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49423,γυνή,gunh/,urn:cts:greekLit:tlg0011.tlg002:649,649,γυνη,gunh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
72978,οὕνεκα,ou(/neka,urn:cts:greekLit:tlg0011.tlg002:649,649,ουνεκα,ouneka,nominative,sg,feminine,active,perfect,indicative,1st,None,None,None,None,None,None,None
70424,ἐκβάλλω,e)kbllw,urn:cts:greekLit:tlg0011.tlg002:649,649,εκβαλλω,ekballw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
48157,οἶδα,oi)=da,urn:cts:greekLit:tlg0011.tlg002:649,649,οιδα,oida,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
40611,ὅτι,o(/ti,urn:cts:greekLit:tlg0011.tlg002:649,649,οτι,oti,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
76761,ψυχρός,Yuxro/s,urn:cts:greekLit:tlg0011.tlg002:650,650,ψυχρος,Yuxros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
123620,παραγκάλισμα,paragklisma,urn:cts:greekLit:tlg0011.tlg002:650,650,παραγκαλισμα,paragkalisma,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:650,650,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
91188,γίγνομαι,gi/gnomai,urn:cts:greekLit:tlg0011.tlg002:650,650,γιγνομαι,gignomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
49423,γυνή,gunh/,urn:cts:greekLit:tlg0011.tlg002:651,651,γυνη,gunh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60062,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:651,651,κακος,kakos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
102759,σύνευνος,su/neunos,urn:cts:greekLit:tlg0011.tlg002:651,651,συνευνος,suneunos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
23982,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:651,651,εν,en,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
61957,δόμος,do/mos,urn:cts:greekLit:tlg0011.tlg002:651,651,δομος,domos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
39915,τίς,ti/s,urn:cts:greekLit:tlg0011.tlg002:651,651,τις,tis,nominative,sg,neuter,None,None,None,None,None,None,None,None,interrogative,nominative,masculine_feminine
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:651,651,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
91188,γίγνομαι,gi/gnomai,urn:cts:greekLit:tlg0011.tlg002:652,652,γιγνομαι,gignomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
25399,ἄν,a)/n,urn:cts:greekLit:tlg0011.tlg002:652,652,αν,an,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
62669,ἕλκος,e(/lkos,urn:cts:greekLit:tlg0011.tlg002:652,652,ελκος,elkos,nominative,sg,masculine,None,None,None,None,active,perfect,neuter,nominative,None,None,None
57534,μέγας,me/gas,urn:cts:greekLit:tlg0011.tlg002:652,652,μεγας,megas,genitive,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
14706,ἤ,h)/,urn:cts:greekLit:tlg0011.tlg002:652,652,η,h,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60848,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:652,652,φιλος,filos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
60062,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:652,652,κακος,kakos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34418,ἀλλά,a)ll,urn:cts:greekLit:tlg0011.tlg002:653,653,αλλα,alla,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56059,πτύω,ptu/w,urn:cts:greekLit:tlg0011.tlg002:653,653,πτυω,ptuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
52421,ὡσεί,w(sei/,urn:cts:greekLit:tlg0011.tlg002:653,653,ωσει,wsei,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:653,653,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
97346,δυσμενής,dusmenh/s,urn:cts:greekLit:tlg0011.tlg002:653,653,δυσμενης,dusmenhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
83488,μεθίημι,meq)i/hmi,urn:cts:greekLit:tlg0011.tlg002:653,653,μεθιημι,meq)ihmi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:654,654,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49924,παῖς,pai=s,urn:cts:greekLit:tlg0011.tlg002:654,654,παις,pais,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
23982,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:654,654,εν,en,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34041,ᾍδης,dhs,urn:cts:greekLit:tlg0011.tlg002:654,654,Αδης,Adhs,genitive,sg,feminine,active,pluperfect,indicative,2nd,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:654,654,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
88334,νυμφεύω,numfeu/w,urn:cts:greekLit:tlg0011.tlg002:654,654,νυμφευω,numfeuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
37706,τις,tis,urn:cts:greekLit:tlg0011.tlg002:654,654,τις,tis,nominative,sg,neuter,None,None,None,None,None,None,None,None,indefinite,nominative,masculine_feminine
47861,ἐπεί,e)pei/,urn:cts:greekLit:tlg0011.tlg002:655,655,επει,epei,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:655,655,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
65990,αὐτός,au)to/s,urn:cts:greekLit:tlg0011.tlg002:655,655,αυτος,autos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
61601,αἱρέω,ai(re/w,urn:cts:greekLit:tlg0011.tlg002:655,655,αιρεω,airew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
81926,ἐμφανής,e)mfanh/s,urn:cts:greekLit:tlg0011.tlg002:655,655,εμφανης,emfanhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
22491,ἐγώ,e)g,urn:cts:greekLit:tlg0011.tlg002:655,655,εγω,egw,None,None,None,None,None,None,None,None,None,None,None,personal,nominative,singular
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:656,656,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
87911,ἀπιστέω,a)piste/w,urn:cts:greekLit:tlg0011.tlg002:656,656,απιστεω,apistew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
23331,ἐκ,e)k,urn:cts:greekLit:tlg0011.tlg002:656,656,εκ,ek,None,None,None,None,None,None,None,None,None,None,None,demonstrative,nominative,masculine
38899,πᾶς,pa=s,urn:cts:greekLit:tlg0011.tlg002:656,656,πας,pas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
64057,μόνος,mo/nos,urn:cts:greekLit:tlg0011.tlg002:656,656,μονος,monos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
68061,ψευδής,Yeudh/s,urn:cts:greekLit:tlg0011.tlg002:657,657,ψευδης,Yeudhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
20810,γε,ge,urn:cts:greekLit:tlg0011.tlg002:657,657,γε,ge,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
90048,ἐμαυτοῦ,e)mautou=,urn:cts:greekLit:tlg0011.tlg002:657,657,εμαυτου,emautou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27691,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:657,657,ου,ou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
108945,καθίστημι,kaq)i/sthmi,urn:cts:greekLit:tlg0011.tlg002:657,657,καθιστημι,kaq)isthmi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:657,657,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34418,ἀλλά,a)ll,urn:cts:greekLit:tlg0011.tlg002:658,658,αλλα,alla,None,None,None,None,None,None,None,None,None,None,None,None,None,None
74601,κτείνω,ktei/nw,urn:cts:greekLit:tlg0011.tlg002:658,658,κτεινω,kteinw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
53295,πρός,pro/s,urn:cts:greekLit:tlg0011.tlg002:658,658,προς,pros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:658,658,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
86527,ἐφυμνέω,e)fumne/w,urn:cts:greekLit:tlg0011.tlg002:658,658,εφυμνεω,efumnew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
47424,Ζεύς,Zeu/s,urn:cts:greekLit:tlg0011.tlg002:658,658,Ζευς,Zeus,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
99084,σύναιμος,su/naimos,urn:cts:greekLit:tlg0011.tlg002:659,659,συναιμος,sunaimos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
22907,εἰ,ei),urn:cts:greekLit:tlg0011.tlg002:659,659,ει,ei,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:659,659,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23025,δή,dh/,urn:cts:greekLit:tlg0011.tlg002:659,659,δη,dh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:659,659,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20810,γε,ge,urn:cts:greekLit:tlg0011.tlg002:659,659,γε,ge,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
81651,ἐγγενής,e)ggenh/s,urn:cts:greekLit:tlg0011.tlg002:659,659,εγγενης,eggenhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
63777,φύσις,fu/sis,urn:cts:greekLit:tlg0011.tlg002:659,659,φυσις,fusis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
87721,ἄκοσμος,a)/kosmos,urn:cts:greekLit:tlg0011.tlg002:660,660,ακοσμος,akosmos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
63427,τρέφω,tre/fw,urn:cts:greekLit:tlg0011.tlg002:660,660,τρεφω,trefw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
47310,κάρτα,krta,urn:cts:greekLit:tlg0011.tlg002:660,660,καρτα,karta,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:660,660,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38053,ἔξω,e)/cw,urn:cts:greekLit:tlg0011.tlg002:660,660,εξω,ecw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
60665,γένος,ge/nos,urn:cts:greekLit:tlg0011.tlg002:660,660,γενος,genos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
23982,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:661,661,εν,en,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:661,661,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:661,661,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
86969,οἰκεῖος,oi)kei=os,urn:cts:greekLit:tlg0011.tlg002:661,661,οικειος,oikeios,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
67061,ὅστις,o(/stis,urn:cts:greekLit:tlg0011.tlg002:661,661,οστις,ostis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
48022,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:661,661,ειμι,eimi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49211,ἀνήρ,a)nh/r,urn:cts:greekLit:tlg0011.tlg002:661,661,ανηρ,anhr,None,None,None,None,None,None,None,None,None,None,None,None,None,None
92648,χρηστός,xrhsto/s,urn:cts:greekLit:tlg0011.tlg002:662,662,χρηστος,xrhstos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
59308,φαίνω,fai/nw,urn:cts:greekLit:tlg0011.tlg002:662,662,φαινω,fainw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
23982,ἐν,e)n,urn:cts:greekLit:tlg0011.tlg002:662,662,εν,en,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:662,662,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
80663,δίκαιος,di/kaios,urn:cts:greekLit:tlg0011.tlg002:662,662,δικαιος,dikaios,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
48022,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:662,662,ειμι,eimi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67061,ὅστις,o(/stis,urn:cts:greekLit:tlg0011.tlg002:663,663,οστις,ostis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:663,663,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
109538,ὑπερβαίνω,u(perbai/nw,urn:cts:greekLit:tlg0011.tlg002:663,663,υπερβαινω,uperbainw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
14706,ἤ,h)/,urn:cts:greekLit:tlg0011.tlg002:663,663,η,h,None,None,None,None,None,None,None,None,None,None,None,None,None,None
64057,νόμος,no/mos,urn:cts:greekLit:tlg0011.tlg002:663,663,νομος,nomos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
49674,βιάζω,bizw,urn:cts:greekLit:tlg0011.tlg002:663,663,βιαζω,biazw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
14706,ἤ,h)/,urn:cts:greekLit:tlg0011.tlg002:664,664,η,h,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89518,ἐπιτάσσω,e)pitssw,urn:cts:greekLit:tlg0011.tlg002:664,664,επιτασσω,epitassw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:664,664,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89469,κρατύνω,kratu/nw,urn:cts:greekLit:tlg0011.tlg002:664,664,κρατυνω,kratunw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
50992,νοέω,noe/w,urn:cts:greekLit:tlg0011.tlg002:664,664,νοεω,noew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
27691,οὐ,ou),urn:cts:greekLit:tlg0011.tlg002:665,665,ου,ou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48022,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:665,665,ειμι,eimi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
84715,ἔπαινος,e)/painos,urn:cts:greekLit:tlg0011.tlg002:665,665,επαινος,epainos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:665,665,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
23331,ἐκ,e)k,urn:cts:greekLit:tlg0011.tlg002:665,665,εκ,ek,None,None,None,None,None,None,None,None,None,None,None,demonstrative,nominative,masculine
22491,ἐγώ,e)g,urn:cts:greekLit:tlg0011.tlg002:665,665,εγω,egw,None,None,None,None,None,None,None,None,None,None,None,personal,nominative,singular
78415,τυγχάνω,tugxnw,urn:cts:greekLit:tlg0011.tlg002:665,665,τυγχανω,tugxanw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
34418,ἀλλά,a)ll,urn:cts:greekLit:tlg0011.tlg002:666,666,αλλα,alla,None,None,None,None,None,None,None,None,None,None,None,None,None,None
29355,ὅς,o(/s,urn:cts:greekLit:tlg0011.tlg002:666,666,ος,os,nominative,sg,neuter,None,None,None,None,None,None,None,None,relative,nominative,masculine
