lemma_id,lemma,full_eng,urn,line_number,normalized,eng_lemma,case_type,number,gender,voice,tense,mood,person,ppl_voice,ppl_tense,ppl_gender,ppl_case,prn_type,prn_case,prn_gender
37706,τις,tis,urn:cts:greekLit:tlg0011.tlg002:180,180,τις,tis,nominative,sg,neuter,None,None,None,None,None,None,None,None,indefinite,nominative,masculine_feminine
76014,γλῶσσα,glw=ssa,urn:cts:greekLit:tlg0011.tlg002:180,180,γλωσσα,glwssa,nominative,sg,feminine,active,aorist,indicative,1st,None,None,None,None,None,None,None
83200,ἐγκλείω,e)gklei/w,urn:cts:greekLit:tlg0011.tlg002:180,180,εγκλειω,egkleiw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
42652,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:180,180,εχω,exw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
60062,κακός,kako/s,urn:cts:greekLit:tlg0011.tlg002:181,181,κακος,kakos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
48022,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:181,181,ειμι,eimi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41610,νῦν,nu=n,urn:cts:greekLit:tlg0011.tlg002:181,181,νυν,nun,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:181,181,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:181,181,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44642,πάλαι,plai,urn:cts:greekLit:tlg0011.tlg002:181,181,παλαι,palai,nominative,pl,feminine,None,None,None,None,None,None,None,None,None,None,None
60341,δοκέω,doke/w,urn:cts:greekLit:tlg0011.tlg002:181,181,δοκεω,dokew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:182,182,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
57534,μέγας,me/gas,urn:cts:greekLit:tlg0011.tlg002:182,182,μεγας,megas,genitive,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
67061,ὅστις,o(/stis,urn:cts:greekLit:tlg0011.tlg002:182,182,οστις,ostis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
49880,ἀντί,a)nti/,urn:cts:greekLit:tlg0011.tlg002:182,182,αντι,anti,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:182,182,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
78086,ἑαυτοῦ,e(autou=,urn:cts:greekLit:tlg0011.tlg002:182,182,εαυτου,eautou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48405,πάτρα,ptra,urn:cts:greekLit:tlg0011.tlg002:182,182,πατρα,patra,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
60848,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:183,183,φιλος,filos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
78581,νομίζω,nomi/zw,urn:cts:greekLit:tlg0011.tlg002:183,183,νομιζω,nomizw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:183,183,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
88712,οὐδαμοῦ,ou)damou=,urn:cts:greekLit:tlg0011.tlg002:183,183,ουδαμου,oudamou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48844,λέγω,le/gw,urn:cts:greekLit:tlg0011.tlg002:183,183,λεγω,legw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
22491,ἐγώ,e)g,urn:cts:greekLit:tlg0011.tlg002:184,184,εγω,egw,None,None,None,None,None,None,None,None,None,None,None,personal,nominative,singular
23605,γάρ,gr,urn:cts:greekLit:tlg0011.tlg002:184,184,γαρ,gar,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48157,οἶδα,oi)=da,urn:cts:greekLit:tlg0011.tlg002:184,184,οιδα,oida,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
47424,Ζεύς,Zeu/s,urn:cts:greekLit:tlg0011.tlg002:184,184,Ζευς,Zeus,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:184,184,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38899,πᾶς,pa=s,urn:cts:greekLit:tlg0011.tlg002:184,184,πας,pas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
41078,ὁράω,o(rw,urn:cts:greekLit:tlg0011.tlg002:184,184,οραω,oraw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
34525,ἀεί,a)ei/,urn:cts:greekLit:tlg0011.tlg002:184,184,αει,aei,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53557,οὔτε,ou)/te,urn:cts:greekLit:tlg0011.tlg002:185,185,ουτε,oute,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:185,185,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
25399,ἄν,a)/n,urn:cts:greekLit:tlg0011.tlg002:185,185,αν,an,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
65116,σιωπάω,siwpw,urn:cts:greekLit:tlg0011.tlg002:185,185,σιωπαω,siwpaw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:185,185,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37571,ἄτη,a)/th,urn:cts:greekLit:tlg0011.tlg002:185,185,ατη,ath,nominative,sg,feminine,active,pluperfect,indicative,1st,None,None,None,None,None,None,None
41078,ὁράω,o(rw,urn:cts:greekLit:tlg0011.tlg002:185,185,οραω,oraw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
78677,στείχω,stei/xw,urn:cts:greekLit:tlg0011.tlg002:186,186,στειχω,steixw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
65526,ἀστός,a)sto/s,urn:cts:greekLit:tlg0011.tlg002:186,186,αστος,astos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
49880,ἀντί,a)nti/,urn:cts:greekLit:tlg0011.tlg002:186,186,αντι,anti,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:186,186,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
87297,σωτηρία,swthri/a,urn:cts:greekLit:tlg0011.tlg002:186,186,σωτηρια,swthria,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
53557,οὔτε,ou)/te,urn:cts:greekLit:tlg0011.tlg002:187,187,ουτε,oute,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:187,187,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
25399,ἄν,a)/n,urn:cts:greekLit:tlg0011.tlg002:187,187,αν,an,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
60848,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:187,187,φιλος,filos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
50731,ποτέ,pote/,urn:cts:greekLit:tlg0011.tlg002:187,187,ποτε,pote,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49211,ἀνήρ,a)nh/r,urn:cts:greekLit:tlg0011.tlg002:187,187,ανηρ,anhr,None,None,None,None,None,None,None,None,None,None,None,None,None,None
97346,δυσμενής,dusmenh/s,urn:cts:greekLit:tlg0011.tlg002:187,187,δυσμενης,dusmenhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
40950,χθών,xq)n,urn:cts:greekLit:tlg0011.tlg002:187,187,χθων,xq)wn,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
74862,τίθημι,ti/q)hmi,urn:cts:greekLit:tlg0011.tlg002:188,188,τιθημι,tiq)hmi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
90048,ἐμαυτοῦ,e)mautou=,urn:cts:greekLit:tlg0011.tlg002:188,188,εμαυτου,emautou,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:188,188,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
83178,γιγνώσκω,gignskw,urn:cts:greekLit:tlg0011.tlg002:188,188,γιγνωσκω,gignwskw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
40611,ὅτι,o(/ti,urn:cts:greekLit:tlg0011.tlg002:188,188,οτι,oti,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:189,189,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
48022,εἰμί,ei)mi/,urn:cts:greekLit:tlg0011.tlg002:189,189,ειμι,eimi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:189,189,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
42270,σώζω,szw,urn:cts:greekLit:tlg0011.tlg002:189,189,σωζω,swzw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:189,189,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:189,189,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
37660,ἐπί,e)pi/,urn:cts:greekLit:tlg0011.tlg002:189,189,επι,epi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
50779,πλέω,ple/w,urn:cts:greekLit:tlg0011.tlg002:190,190,πλεω,plew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
69203,ὀρθός,o)rq)o/s,urn:cts:greekLit:tlg0011.tlg002:190,190,ορθος,orq)os,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:190,190,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60848,φίλος,fi/los,urn:cts:greekLit:tlg0011.tlg002:190,190,φιλος,filos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
62461,ποιέω,poie/w,urn:cts:greekLit:tlg0011.tlg002:190,190,ποιεω,poiew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
84758,τοιόσδε,toio/sde,urn:cts:greekLit:tlg0011.tlg002:191,191,τοιοσδε,toiosde,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
22491,ἐγώ,e)g,urn:cts:greekLit:tlg0011.tlg002:191,191,εγω,egw,None,None,None,None,None,None,None,None,None,None,None,personal,nominative,singular
64057,νόμος,no/mos,urn:cts:greekLit:tlg0011.tlg002:191,191,νομος,nomos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:191,191,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
60841,αὐξάνω,au)cnw,urn:cts:greekLit:tlg0011.tlg002:191,191,αυξανω,aucanw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:191,191,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:192,192,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41610,νῦν,nu=n,urn:cts:greekLit:tlg0011.tlg002:192,192,νυν,nun,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
81114,ἀδελφός,a)delfo/s,urn:cts:greekLit:tlg0011.tlg002:192,192,αδελφος,adelfos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:192,192,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
91770,κηρύσσω,khru/ssw,urn:cts:greekLit:tlg0011.tlg002:192,192,κηρυσσω,khrussw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
42652,ἔχω,e)/xw,urn:cts:greekLit:tlg0011.tlg002:192,192,εχω,exw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
65526,ἀστός,a)sto/s,urn:cts:greekLit:tlg0011.tlg002:193,193,αστος,astos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
49924,παῖς,pai=s,urn:cts:greekLit:tlg0011.tlg002:193,193,παις,pais,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:193,193,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38164,ἀπό,a)po/,urn:cts:greekLit:tlg0011.tlg002:193,193,απο,apo,None,None,None,None,None,None,None,None,None,None,None,None,None,None
93960,Οἰδίπους,Oi)di/pous,urn:cts:greekLit:tlg0011.tlg002:193,193,Οιδιπους,Oidipous,accusative,pl,masculine,None,None,None,None,None,None,None,None,None,None,None
48975,περί,peri/,urn:cts:greekLit:tlg0011.tlg002:193,193,περι,peri,None,None,None,None,None,None,None,None,None,None,None,None,None,None
93295,Ἐτεοκλῆς,E)teoklh=s,urn:cts:greekLit:tlg0011.tlg002:194,194,Ετεοκλης,Eteoklhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
36391,μέν,me/n,urn:cts:greekLit:tlg0011.tlg002:194,194,μεν,men,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
29355,ὅς,o(/s,urn:cts:greekLit:tlg0011.tlg002:194,194,ος,os,nominative,sg,neuter,None,None,None,None,None,None,None,None,relative,nominative,masculine
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:194,194,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
113291,ὑπερμαχέω,u(permaxe/w,urn:cts:greekLit:tlg0011.tlg002:194,194,υπερμαχεω,upermaxew,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
76134,ὄλλυμι,o)/llumi,urn:cts:greekLit:tlg0011.tlg002:195,195,ολλυμι,ollumi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:195,195,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
38899,πᾶς,pa=s,urn:cts:greekLit:tlg0011.tlg002:195,195,πας,pas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
102052,ἀριστεύω,a)risteu/w,urn:cts:greekLit:tlg0011.tlg002:195,195,αριστευω,aristeuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
51215,δόρυ,do/ru,urn:cts:greekLit:tlg0011.tlg002:195,195,δορυ,doru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49406,τάφος,tfos,urn:cts:greekLit:tlg0011.tlg002:196,196,ταφος,tafos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:196,196,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
80504,κρύπτω,kru/ptw,urn:cts:greekLit:tlg0011.tlg002:196,196,κρυπτω,kruptw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:196,196,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:196,196,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38899,πᾶς,pa=s,urn:cts:greekLit:tlg0011.tlg002:196,196,πας,pas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
96683,ἐφαγνίζω,e)fagni/zw,urn:cts:greekLit:tlg0011.tlg002:196,196,εφαγνιζω,efagnizw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
29355,ὅς,o(/s,urn:cts:greekLit:tlg0011.tlg002:197,197,ος,os,nominative,sg,neuter,None,None,None,None,None,None,None,None,relative,nominative,masculine
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:197,197,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89547,ἄριστος,a)/ristos,urn:cts:greekLit:tlg0011.tlg002:197,197,αριστος,aristos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
86123,ἔρχομαι,e)/rxomai,urn:cts:greekLit:tlg0011.tlg002:197,197,ερχομαι,erxomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
39066,κάτω,ktw,urn:cts:greekLit:tlg0011.tlg002:197,197,κατω,katw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
74501,νεκρός,nekro/s,urn:cts:greekLit:tlg0011.tlg002:197,197,νεκρος,nekros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:198,198,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:198,198,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28500,αὖ,au)=,urn:cts:greekLit:tlg0011.tlg002:198,198,αυ,au,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99084,σύναιμος,su/naimos,urn:cts:greekLit:tlg0011.tlg002:198,198,συναιμος,sunaimos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:198,198,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
115099,Πολυνείκης,Polunei/khs,urn:cts:greekLit:tlg0011.tlg002:198,198,Πολυνεικης,Poluneikhs,genitive,sg,feminine,active,pluperfect,indicative,2nd,None,None,None,None,None,None,None
48844,λέγω,le/gw,urn:cts:greekLit:tlg0011.tlg002:198,198,λεγω,legw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
29355,ὅς,o(/s,urn:cts:greekLit:tlg0011.tlg002:199,199,ος,os,nominative,sg,neuter,None,None,None,None,None,None,None,None,relative,nominative,masculine
25146,γῆ,gh=,urn:cts:greekLit:tlg0011.tlg002:199,199,γη,gh,None,None,None,None,None,None,None,None,None,None,None,None,None,None
107209,πατρῷος,patrw|=os,urn:cts:greekLit:tlg0011.tlg002:199,199,πατρωος,patrwos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:199,199,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
52406,θεός,q)eo/s,urn:cts:greekLit:tlg0011.tlg002:199,199,θεος,q)eos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:199,199,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81651,ἐγγενής,e)ggenh/s,urn:cts:greekLit:tlg0011.tlg002:199,199,εγγενης,eggenhs,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
47927,φυγάς,fugs,urn:cts:greekLit:tlg0011.tlg002:200,200,φυγας,fugas,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
118756,κατέρχομαι,kate/rxomai,urn:cts:greekLit:tlg0011.tlg002:200,200,κατερχομαι,katerxomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
64567,ἐθέλω,e)q)e/lw,urn:cts:greekLit:tlg0011.tlg002:200,200,εθελω,eq)elw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
36391,μέν,me/n,urn:cts:greekLit:tlg0011.tlg002:200,200,μεν,men,accusative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
42950,πῦρ,pu=r,urn:cts:greekLit:tlg0011.tlg002:200,200,πυρ,pur,None,None,None,None,None,None,None,None,None,None,None,None,None,None
96921,πίμπρημι,pi/mprhmi,urn:cts:greekLit:tlg0011.tlg002:201,201,πιμπρημι,pimprhmi,dative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
34314,κατά,kat,urn:cts:greekLit:tlg0011.tlg002:201,201,κατα,kata,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47153,ἄκρα,a)/kra,urn:cts:greekLit:tlg0011.tlg002:201,201,ακρα,akra,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
64567,ἐθέλω,e)q)e/lw,urn:cts:greekLit:tlg0011.tlg002:201,201,εθελω,eq)elw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:201,201,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47045,αἷμα,ai(=ma,urn:cts:greekLit:tlg0011.tlg002:201,201,αιμα,aima,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
74650,κοινός,koino/s,urn:cts:greekLit:tlg0011.tlg002:202,202,κοινος,koinos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
92455,πατέομαι,pate/omai,urn:cts:greekLit:tlg0011.tlg002:202,202,πατεομαι,pateomai,nominative,pl,feminine,mediopassive,present,indicative,1st,None,None,None,None,None,None,None
13921,ὁ,o(,urn:cts:greekLit:tlg0011.tlg002:202,202,ο,o,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:202,202,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
76365,δουλόω,doulo/w,urn:cts:greekLit:tlg0011.tlg002:202,202,δουλοω,doulow,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
38069,ἄγω,a)/gw,urn:cts:greekLit:tlg0011.tlg002:202,202,αγω,agw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
70333,οὗτος,ou(=tos,urn:cts:greekLit:tlg0011.tlg002:203,203,ουτος,outos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
62988,πόλις,po/lis,urn:cts:greekLit:tlg0011.tlg002:203,203,πολις,polis,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
36331,ὅδε,o(/de,urn:cts:greekLit:tlg0011.tlg002:203,203,οδε,ode,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
115101,ἐκκηρύσσω,e)kkhru/ssw,urn:cts:greekLit:tlg0011.tlg002:203,203,εκκηρυσσω,ekkhrussw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
49406,τάφος,tfos,urn:cts:greekLit:tlg0011.tlg002:203,203,ταφος,tafos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
48563,μήτε,mh/te,urn:cts:greekLit:tlg0011.tlg002:204,204,μητε,mhte,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
90381,κτερίζω,kteri/zw,urn:cts:greekLit:tlg0011.tlg002:204,204,κτεριζω,kterizw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
48563,μήτε,mh/te,urn:cts:greekLit:tlg0011.tlg002:204,204,μητε,mhte,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
67118,κωκύω,kwku/w,urn:cts:greekLit:tlg0011.tlg002:204,204,κωκυω,kwkuw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
37706,τις,tis,urn:cts:greekLit:tlg0011.tlg002:204,204,τις,tis,nominative,sg,neuter,None,None,None,None,None,None,None,None,indefinite,nominative,masculine_feminine
26043,ἐάω,e)w,urn:cts:greekLit:tlg0011.tlg002:205,205,εαω,eaw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
22410,δέ,de/,urn:cts:greekLit:tlg0011.tlg002:205,205,δε,de,None,None,None,None,None,None,None,None,None,None,None,None,None,None
88704,ἄθαπτος,a)/q)aptos,urn:cts:greekLit:tlg0011.tlg002:205,205,αθαπτος,aq)aptos,nominative,sg,masculine,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:205,205,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53295,πρός,pro/s,urn:cts:greekLit:tlg0011.tlg002:205,205,προς,pros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
79043,οἰωνός,oi)wno/s,urn:cts:greekLit:tlg0011.tlg002:205,205,οιωνος,oiwnos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
56925,δέμας,de/mas,urn:cts:greekLit:tlg0011.tlg002:205,205,δεμας,demas,genitive,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
34092,καί,kai/,urn:cts:greekLit:tlg0011.tlg002:206,206,και,kai,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53295,πρός,pro/s,urn:cts:greekLit:tlg0011.tlg002:206,206,προς,pros,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
53608,κύων,ku/wn,urn:cts:greekLit:tlg0011.tlg002:206,206,κυων,kuwn,genitive,pl,masculine,None,None,None,None,active,present,masculine,nominative,None,None,None
86519,ἐδεστός,e)desto/s,urn:cts:greekLit:tlg0011.tlg002:206,206,εδεστος,edestos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
75843,αἰκίζω,ai)ki/zw,urn:cts:greekLit:tlg0011.tlg002:206,206,αικιζω,aikizw,None,None,None,active,present,indicative,1st,None,None,None,None,None,None,None
23657,τε,te,urn:cts:greekLit:tlg0011.tlg002:206,206,τε,te,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
61049,εἶδον,ei)=don,urn:cts:greekLit:tlg0011.tlg002:206,206,ειδον,eidon,nominative,sg,masculine,active,imperfect,indicative,1st,active,present,neuter,nominative,None,None,None
84758,τοιόσδε,toio/sde,urn:cts:greekLit:tlg0011.tlg002:207,207,τοιοσδε,toiosde,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
51518,ἐμός,e)mo/s,urn:cts:greekLit:tlg0011.tlg002:207,207,εμος,emos,nominative,sg,neuter,None,None,None,None,None,None,None,None,None,None,None
82136,φρόνημα,fro/nhma,urn:cts:greekLit:tlg0011.tlg002:207,207,φρονημα,fronhma,nominative,sg,feminine,None,None,None,None,None,None,None,None,None,None,None
78422,οὔποτε,ou)/pote,urn:cts:greekLit:tlg0011.tlg002:207,207,ουποτε,oupote,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
23331,ἐκ,e)k,urn:cts:greekLit:tlg0011.tlg002:207,207,εκ,ek,None,None,None,None,None,None,None,None,None,None,None,demonstrative,nominative,masculine
20810,γε,ge,urn:cts:greekLit:tlg0011.tlg002:207,207,γε,ge,vocative,sg,masculine,active,present,imperative,2nd,None,None,None,None,None,None,None
22491,ἐγώ,e)g,urn:cts:greekLit:tlg0011.tlg002:207,207,εγω,egw,None,None,None,None,None,None,None,None,None,None,None,personal,nominative,singular
